unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_B2,admission,evidence,downgrade_notes,script_tier,rule_version
BJ-2025-FT-QIMO-Q10,BJ-2025-FT-QIMO-Q10,BJ-2025-FT-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FT-QIMO-Q12,BJ-2025-FT-QIMO-Q12,BJ-2025-FT-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FT-QIMO-Q19#1,BJ-2025-FT-QIMO-Q19,BJ-2025-FT-QIMO,19,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q16,BJ-2025-CY-QIMO-Q16,BJ-2025-CY-QIMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q19,BJ-2025-CY-QIMO-Q19,BJ-2025-CY-QIMO,19,主观题,,整题,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q21,BJ-2025-CY-QIMO-Q21,BJ-2025-CY-QIMO,21,主观题,,整题,MAYBE,不收-无E1,缺细则,B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q22,BJ-2025-CY-QIMO-Q22,BJ-2025-CY-QIMO,22,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q1,BJ-2025-CY-QIMO-Q1,BJ-2025-CY-QIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q2,BJ-2025-CY-QIMO-Q2,BJ-2025-CY-QIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q5,BJ-2025-CY-QIMO-Q5,BJ-2025-CY-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q6,BJ-2025-CY-QIMO-Q6,BJ-2025-CY-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q7,BJ-2025-CY-QIMO-Q7,BJ-2025-CY-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q9,BJ-2025-CY-QIMO-Q9,BJ-2025-CY-QIMO,9,选择题,,整题,IN,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q10,BJ-2025-CY-QIMO-Q10,BJ-2025-CY-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q11,BJ-2025-CY-QIMO-Q11,BJ-2025-CY-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q18,BJ-2025-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q19,BJ-2025-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG,19,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q21#1,BJ-2025-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q21#2,BJ-2025-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q1,BJ-2025-HD-QIZHONG-Q1,BJ-2024-HD-QIZHONG,1,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q2,BJ-2025-HD-QIZHONG-Q2,BJ-2024-HD-QIZHONG,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q3,BJ-2025-HD-QIZHONG-Q3,BJ-2024-HD-QIZHONG,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q4,BJ-2025-HD-QIZHONG-Q4,BJ-2024-HD-QIZHONG,4,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q5,BJ-2025-HD-QIZHONG-Q5,BJ-2024-HD-QIZHONG,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q6,BJ-2025-HD-QIZHONG-Q6,BJ-2024-HD-QIZHONG,6,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q7,BJ-2025-HD-QIZHONG-Q7,BJ-2024-HD-QIZHONG,7,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q8,BJ-2025-HD-QIZHONG-Q8,BJ-2024-HD-QIZHONG,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q9,BJ-2025-HD-QIZHONG-Q9,BJ-2024-HD-QIZHONG,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q10,BJ-2025-HD-QIZHONG-Q10,BJ-2024-HD-QIZHONG,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q11,BJ-2025-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q12,BJ-2025-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG,12,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q13,BJ-2025-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG,13,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q14,BJ-2025-HD-QIZHONG-Q14,BJ-2024-HD-QIZHONG,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q15,BJ-2025-HD-QIZHONG-Q15,BJ-2024-HD-QIZHONG,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q25#1,BJ-2025-HD-QIZHONG-Q25,BJ-2024-HD-QIZHONG,25,主观题,1,小问,IN,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-HD-QIZHONG-Q25#2,BJ-2025-HD-QIZHONG-Q25,BJ-2024-HD-QIZHONG,25,主观题,2,小问,IN,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q1,BJ-2025-HD-QIMO-Q1,BJ-2025-HD-QIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO,22,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q3,BJ-2025-HD-QIMO-Q3,BJ-2025-HD-QIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q4,BJ-2025-HD-QIMO-Q4,BJ-2025-HD-QIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO,13,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q17#1,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,1,小问,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q17#2,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,2,小问,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q1,BJ-2025-XC-QIMO-Q1,BJ-2025-XC-QIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q2,BJ-2025-XC-QIMO-Q2,BJ-2025-XC-QIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q3,BJ-2025-XC-QIMO-Q3,BJ-2025-XC-QIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q6,BJ-2025-XC-QIMO-Q6,BJ-2025-XC-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q17,BJ-2026-DC-YIMO-Q17,BJ-2026-DC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q18,BJ-2026-DC-YIMO-Q18,BJ-2026-DC-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q9,BJ-2026-DC-YIMO-Q9,BJ-2026-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q11,BJ-2026-DC-YIMO-Q11,BJ-2026-DC-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q4,BJ-2026-FT-YIMO-Q4,BJ-2026-FT-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q17,BJ-2026-FT-YIMO-Q17,BJ-2026-FT-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q19,BJ-2026-FT-YIMO-Q19,BJ-2026-FT-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q20,BJ-2026-FT-YIMO-Q20,BJ-2026-FT-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q6,BJ-2026-FT-YIMO-Q6,BJ-2026-FT-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q8,BJ-2026-FT-YIMO-Q8,BJ-2026-FT-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q10,BJ-2026-FT-YIMO-Q10,BJ-2026-FT-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q11,BJ-2026-FT-YIMO-Q11,BJ-2026-FT-YIMO,11,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q16,BJ-2026-FT-YIMO-Q16,BJ-2026-FT-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FT-YIMO-Q21,BJ-2026-FT-YIMO-Q21,BJ-2026-FT-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q17,BJ-2026-YQ-YIMO-Q17,BJ-2026-YQ-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q18#1,BJ-2026-YQ-YIMO-Q18,BJ-2026-YQ-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q18#2,BJ-2026-YQ-YIMO-Q18,BJ-2026-YQ-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q20,BJ-2026-YQ-YIMO-Q20,BJ-2026-YQ-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q4,BJ-2026-YQ-YIMO-Q4,BJ-2026-YQ-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q7,BJ-2026-YQ-YIMO-Q7,BJ-2026-YQ-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q8,BJ-2026-YQ-YIMO-Q8,BJ-2026-YQ-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q9,BJ-2026-YQ-YIMO-Q9,BJ-2026-YQ-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q10,BJ-2026-YQ-YIMO-Q10,BJ-2026-YQ-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q11,BJ-2026-YQ-YIMO-Q11,BJ-2026-YQ-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q17#1,BJ-2026-FS-YIMO-Q17,BJ-2026-FS-YIMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q17#2,BJ-2026-FS-YIMO-Q17,BJ-2026-FS-YIMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q18#1,BJ-2026-FS-YIMO-Q18,BJ-2026-FS-YIMO,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q18#2,BJ-2026-FS-YIMO-Q18,BJ-2026-FS-YIMO,18,主观题,2,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q20,BJ-2026-FS-YIMO-Q20,BJ-2026-FS-YIMO,20,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q2,BJ-2026-FS-YIMO-Q2,BJ-2026-FS-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q3,BJ-2026-FS-YIMO-Q3,BJ-2026-FS-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q4,BJ-2026-FS-YIMO-Q4,BJ-2026-FS-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
