unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_B2,admission,evidence,downgrade_notes,script_tier,rule_version
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q19#1,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q19#2,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,8,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,12,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q17#1,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q17#2,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q18#1,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q19#1,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,1,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,4,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO,8,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO,10,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,14,选择题,,整题,IN,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO,15,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q18#1,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q18#2,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q18#3,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,3,小问,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO,12,选择题,,整题,IN,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO,13,选择题,,整题,IN,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q4,BJ-2025-DC-YIMO-Q4,BJ-2025-DC-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q11,BJ-2025-DC-YIMO-Q11,BJ-2025-DC-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q13,BJ-2025-DC-YIMO-Q13,BJ-2025-DC-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q13,BJ-2025-FT-YIMO-Q13,BJ-2025-FT-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#1,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#2,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#3,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,3,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q6,BJ-2025-YQ-YIMO-Q6,BJ-2025-YQ-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q10,BJ-2025-YQ-YIMO-Q10,BJ-2025-YQ-YIMO,10,选择题,,整题,IN,完整题-选择题照收,E1,,确定,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q11,BJ-2025-YQ-YIMO-Q11,BJ-2025-YQ-YIMO,11,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO,15,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#1,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#2,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#3,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
