qid,exam,num,type,n_books,philosophy,culture,xuanbi1,xuanbi2,mind,reasoning,bixiu2,bixiu3,dup_of,dup_covered_by
BJ-2026-MTG-YIMO-Q5,BJ-2026-MTG-YIMO,5,选择题,1,S,,,,,,,,,
BJ-2026-MTG-YIMO-Q6,BJ-2026-MTG-YIMO,6,选择题,1,,,,,,S,,,,
BJ-2026-MTG-YIMO-Q7,BJ-2026-MTG-YIMO,7,选择题,2,S,,,,S,,,,,
BJ-2026-MTG-YIMO-Q8,BJ-2026-MTG-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2026-MTG-YIMO-Q9,BJ-2026-MTG-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-MTG-YIMO-Q10,BJ-2026-MTG-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-MTG-YIMO-Q11,BJ-2026-MTG-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-MTG-YIMO-Q12,BJ-2026-MTG-YIMO,12,选择题,2,,S,,,,,S,,,
BJ-2026-MTG-YIMO-Q13,BJ-2026-MTG-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-MTG-YIMO-Q14,BJ-2026-MTG-YIMO,14,选择题,1,,,S,,,,,,,
BJ-2026-MTG-YIMO-Q15,BJ-2026-MTG-YIMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-SY-YIMO-Q17,BJ-2026-SY-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-SY-YIMO-Q20,BJ-2026-SY-YIMO,20,非选择题,1,,,S,,,,,,,
BJ-2026-SY-YIMO-Q21,BJ-2026-SY-YIMO,21,非选择题,6,S,S,S,,S,,S,S,,
BJ-2026-SY-YIMO-Q1,BJ-2026-SY-YIMO,1,选择题,2,S,S,,,,,,,,
BJ-2026-SY-YIMO-Q2,BJ-2026-SY-YIMO,2,选择题,2,S,,,,,S,,,,
BJ-2026-SY-YIMO-Q3,BJ-2026-SY-YIMO,3,选择题,2,S,,,,S,,,,,
BJ-2026-SY-YIMO-Q4,BJ-2026-SY-YIMO,4,选择题,2,,S,,,,S,,,,
BJ-2026-SY-YIMO-Q5,BJ-2026-SY-YIMO,5,选择题,3,S,,,,S,S,,,,
BJ-2026-SY-YIMO-Q6,BJ-2026-SY-YIMO,6,选择题,2,S,,,,S,,,,,
BJ-2026-SY-YIMO-Q7,BJ-2026-SY-YIMO,7,选择题,2,S,,,,S,,,,,
BJ-2026-SY-YIMO-Q8,BJ-2026-SY-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2026-SY-YIMO-Q9,BJ-2026-SY-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-SY-YIMO-Q10,BJ-2026-SY-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-SY-YIMO-Q11,BJ-2026-SY-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-SY-YIMO-Q12,BJ-2026-SY-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-SY-YIMO-Q13,BJ-2026-SY-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-SY-YIMO-Q14,BJ-2026-SY-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-SY-YIMO-Q15,BJ-2026-SY-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-SY-YIMO-Q18,BJ-2026-SY-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-SY-YIMO-Q19,BJ-2026-SY-YIMO,19,非选择题,3,,,,,S[2],S[1],S[3],,,
BJ-2026-DC-ERMO-Q1,BJ-2026-DC-ERMO,1,选择题,1,,,,,,,,S,,
BJ-2026-DC-ERMO-Q16,BJ-2026-DC-ERMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-DC-ERMO-Q17,BJ-2026-DC-ERMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-DC-ERMO-Q18,BJ-2026-DC-ERMO,18,非选择题,2,,,,,S,S,,,,
BJ-2026-DC-ERMO-Q20,BJ-2026-DC-ERMO,20,非选择题,2,,,S[3],,,,S[1/2/3],,,
BJ-2026-DC-ERMO-Q2,BJ-2026-DC-ERMO,2,选择题,3,S,S,,,S,,,,,
BJ-2026-DC-ERMO-Q21,BJ-2026-DC-ERMO,21,非选择题,5,S,S,,,S,,S,S,,
BJ-2026-DC-ERMO-Q3,BJ-2026-DC-ERMO,3,选择题,3,S,,,,S,,S,,,
BJ-2026-DC-ERMO-Q4,BJ-2026-DC-ERMO,4,选择题,2,S,,,,S,,,,,
BJ-2026-DC-ERMO-Q5,BJ-2026-DC-ERMO,5,选择题,3,S,,,,S,S,,,,
BJ-2026-DC-ERMO-Q6,BJ-2026-DC-ERMO,6,选择题,2,,,S,,,,S,,,
BJ-2026-DC-ERMO-Q7,BJ-2026-DC-ERMO,7,选择题,1,,,,,,,S,,,
BJ-2026-DC-ERMO-Q8,BJ-2026-DC-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-DC-ERMO-Q9,BJ-2026-DC-ERMO,9,选择题,1,,,,,,,,S,,
BJ-2026-DC-ERMO-Q10,BJ-2026-DC-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-DC-ERMO-Q11,BJ-2026-DC-ERMO,11,选择题,2,,,,S,,,,S,,
BJ-2026-DC-ERMO-Q12,BJ-2026-DC-ERMO,12,选择题,1,,,,,,S,,,,
BJ-2026-DC-ERMO-Q13,BJ-2026-DC-ERMO,13,选择题,1,,,,,,S,,,,
BJ-2026-DC-ERMO-Q14,BJ-2026-DC-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-DC-ERMO-Q15,BJ-2026-DC-ERMO,15,选择题,1,,,S,,,,,,,
BJ-2026-DC-ERMO-Q19,BJ-2026-DC-ERMO,19,非选择题,1,,,,S,,,,,,
BJ-2026-FT-ERMO-Q2,BJ-2026-FT-ERMO,2,选择题,1,,,,,,,,S,,
BJ-2026-FT-ERMO-Q3,BJ-2026-FT-ERMO,3,选择题,1,,,,,,,,S,,
BJ-2026-FT-ERMO-Q5,BJ-2026-FT-ERMO,5,选择题,2,S,S,,,,,,,,
BJ-2026-FT-ERMO-Q16,BJ-2026-FT-ERMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-FT-ERMO-Q17,BJ-2026-FT-ERMO,17,非选择题,2,,,,,,,S,S,,
BJ-2026-FT-ERMO-Q18,BJ-2026-FT-ERMO,18,非选择题,2,,,,S,,,,S,,
BJ-2026-FT-ERMO-Q19,BJ-2026-FT-ERMO,19,非选择题,1,,,,,,,S,,,
BJ-2026-FT-ERMO-Q21,BJ-2026-FT-ERMO,21,非选择题,1,,,,,S,,,,,
BJ-2026-FT-ERMO-Q22,BJ-2026-FT-ERMO,22,非选择题,2,,,,,,,S,S,BJ-2025-BJ-GAOKAO-Q21,bixiu2;bixiu3
BJ-2026-FT-ERMO-Q1,BJ-2026-FT-ERMO,1,选择题,2,S,,,,,,,S,,
BJ-2026-FT-ERMO-Q4,BJ-2026-FT-ERMO,4,选择题,1,S,,,,,,,,,
BJ-2026-FT-ERMO-Q6,BJ-2026-FT-ERMO,6,选择题,1,S,,,,,,,,,
BJ-2026-FT-ERMO-Q7,BJ-2026-FT-ERMO,7,选择题,2,S,,,,,,S,,,
BJ-2026-FT-ERMO-Q14,BJ-2026-FT-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-FT-ERMO-Q15,BJ-2026-FT-ERMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-FS-ERMO-Q17,BJ-2026-FS-ERMO,17,非选择题,2,,,,S,,,,S,,
BJ-2026-FS-ERMO-Q18,BJ-2026-FS-ERMO,18,非选择题,2,,,,S,S[2],,,,,
BJ-2026-FS-ERMO-Q19,BJ-2026-FS-ERMO,19,非选择题,1,,,,,,,S[1/2],M[1],,
BJ-2026-FS-ERMO-Q21,BJ-2026-FS-ERMO,21,非选择题,3,,S,,,,,S,S,,
BJ-2026-FS-ERMO-Q16,BJ-2026-FS-ERMO,16,非选择题,1,,S,,,,,,,,
BJ-2026-FS-ERMO-Q20,BJ-2026-FS-ERMO,20,非选择题,1,,,S,,,,,,,
BJ-2026-FS-ERMO-Q2,BJ-2026-FS-ERMO,2,选择题,1,,S,,,,,,,,
BJ-2026-FS-ERMO-Q3,BJ-2026-FS-ERMO,3,选择题,1,,S,,,,,,,,
BJ-2026-FS-ERMO-Q5,BJ-2026-FS-ERMO,5,选择题,1,S,,,,,,,,,
BJ-2026-FS-ERMO-Q6,BJ-2026-FS-ERMO,6,选择题,1,,,,,,S,,,,
BJ-2026-FS-ERMO-Q7,BJ-2026-FS-ERMO,7,选择题,1,,,,,,S,,,,
BJ-2026-FS-ERMO-Q8,BJ-2026-FS-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-FS-ERMO-Q12,BJ-2026-FS-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2026-FS-ERMO-Q14,BJ-2026-FS-ERMO,14,非选择题,2,,,S,,,,S,,,
BJ-2026-FS-ERMO-Q1,BJ-2026-FS-ERMO,1,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q1,BJ-2026-CP-ERMO,1,选择题,1,,,,,,,,S,,
BJ-2026-CP-ERMO-Q2,BJ-2026-CP-ERMO,2,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q3,BJ-2026-CP-ERMO,3,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q4,BJ-2026-CP-ERMO,4,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q5,BJ-2026-CP-ERMO,5,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q6,BJ-2026-CP-ERMO,6,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q7,BJ-2026-CP-ERMO,7,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q8,BJ-2026-CP-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-CP-ERMO-Q9,BJ-2026-CP-ERMO,9,选择题,1,,,,,,,,S,,
BJ-2026-CP-ERMO-Q10,BJ-2026-CP-ERMO,10,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q11,BJ-2026-CP-ERMO,11,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q12,BJ-2026-CP-ERMO,12,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q13,BJ-2026-CP-ERMO,13,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q14,BJ-2026-CP-ERMO,14,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q15,BJ-2026-CP-ERMO,15,选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q16,BJ-2026-CP-ERMO,16,非选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q17,BJ-2026-CP-ERMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-CP-ERMO-Q18,BJ-2026-CP-ERMO,18,非选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q19,BJ-2026-CP-ERMO,19,非选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q20,BJ-2026-CP-ERMO,20,非选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO,21,非选择题,0,,,,,,,,,,
BJ-2026-CP-ERMO-Q22,BJ-2026-CP-ERMO,22,非选择题,1,,,,,,,,S,,
BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO,16,非选择题,1,S,,,,,,,,,
BJ-2026-CY-ERMO-Q18,BJ-2026-CY-ERMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-CY-ERMO-Q19,BJ-2026-CY-ERMO,19,非选择题,2,,,,,,S[1],S[2],,,
BJ-2026-CY-ERMO-Q1,BJ-2026-CY-ERMO,1,选择题,1,,,,,,,S,,,
BJ-2026-CY-ERMO-Q2,BJ-2026-CY-ERMO,2,选择题,1,,S,,,,,,,,
BJ-2026-CY-ERMO-Q3,BJ-2026-CY-ERMO,3,选择题,2,S,,,,S,,,,,
BJ-2026-CY-ERMO-Q4,BJ-2026-CY-ERMO,4,选择题,1,S,,,,,,,,,
BJ-2026-CY-ERMO-Q5,BJ-2026-CY-ERMO,5,选择题,2,S,,,,S,,,,,
BJ-2026-CY-ERMO-Q6,BJ-2026-CY-ERMO,6,选择题,1,,,,,,S,,,,
BJ-2026-CY-ERMO-Q7,BJ-2026-CY-ERMO,7,选择题,2,S,,,,S,,,,,
BJ-2026-CY-ERMO-Q8,BJ-2026-CY-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-CY-ERMO-Q9,BJ-2026-CY-ERMO,9,选择题,2,,S,,,,,,S,,
BJ-2026-CY-ERMO-Q10,BJ-2026-CY-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-CY-ERMO-Q11,BJ-2026-CY-ERMO,11,选择题,2,,,,S,,,S,,,
BJ-2026-CY-ERMO-Q12,BJ-2026-CY-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2026-CY-ERMO-Q13,BJ-2026-CY-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2026-CY-ERMO-Q14,BJ-2026-CY-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-CY-ERMO-Q15,BJ-2026-CY-ERMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-CY-ERMO-Q17,BJ-2026-CY-ERMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO,20,非选择题,2,S[1],,S[1],,,,,,,
BJ-2026-CY-ERMO-Q21,BJ-2026-CY-ERMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-HD-ERMO-Q3,BJ-2026-HD-ERMO,3,选择题,2,S,,,,,S,,,,
BJ-2026-HD-ERMO-Q14,BJ-2026-HD-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-HD-ERMO-Q13,BJ-2026-HD-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO,16,非选择题,1,S,,,,,,,,,
BJ-2026-HD-ERMO-Q17,BJ-2026-HD-ERMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO,20,非选择题,2,,,S[2],,,S[1],,,,
BJ-2026-HD-ERMO-Q21,BJ-2026-HD-ERMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-HD-ERMO-Q1,BJ-2026-HD-ERMO,1,选择题,1,S,,,,,,,,,
BJ-2026-HD-ERMO-Q2,BJ-2026-HD-ERMO,2,选择题,3,S,S,,,,,S,,,
BJ-2026-HD-ERMO-Q4,BJ-2026-HD-ERMO,4,选择题,2,S,,,,,S,,,,
BJ-2026-HD-ERMO-Q5,BJ-2026-HD-ERMO,5,选择题,1,,,,,,S,,,,
BJ-2026-HD-ERMO-Q6,BJ-2026-HD-ERMO,6,选择题,1,,,,,,S,,,,
BJ-2026-HD-ERMO-Q7,BJ-2026-HD-ERMO,7,选择题,1,,,,,,S,,,,
BJ-2026-HD-ERMO-Q8,BJ-2026-HD-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-HD-ERMO-Q9,BJ-2026-HD-ERMO,9,选择题,1,,,,,,,,S,,
BJ-2026-HD-ERMO-Q10,BJ-2026-HD-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-HD-ERMO-Q11,BJ-2026-HD-ERMO,11,选择题,2,,,,S,,,,S,,
BJ-2026-HD-ERMO-Q12,BJ-2026-HD-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2026-HD-ERMO-Q15,BJ-2026-HD-ERMO,15,选择题,1,,,S,,,,,,,
BJ-2026-HD-ERMO-Q18,BJ-2026-HD-ERMO,18,非选择题,2,,,,S,S[1],,,,,
BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO,19,非选择题,1,,,,,,,S,,,
BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO,16,非选择题,1,,,,,,,S,,,
BJ-2026-SJS-ERMO-Q17,BJ-2026-SJS-ERMO,17,非选择题,3,S[3],,,,S[2],,,S[1],,
BJ-2026-SJS-ERMO-Q18,BJ-2026-SJS-ERMO,18,非选择题,0,,,,,,,,,,
BJ-2026-SJS-ERMO-Q19,BJ-2026-SJS-ERMO,19,非选择题,1,,,,S,,,,,,
BJ-2026-SJS-ERMO-Q20,BJ-2026-SJS-ERMO,20,非选择题,3,S,S,,,,,S,,,
BJ-2026-SJS-ERMO-Q1,BJ-2026-SJS-ERMO,1,选择题,2,S,,,,,,,S,,
BJ-2026-SJS-ERMO-Q2,BJ-2026-SJS-ERMO,2,选择题,3,S,S,,,S,,,,,
BJ-2026-SJS-ERMO-Q3,BJ-2026-SJS-ERMO,3,选择题,1,S,,,,,,,,,
BJ-2026-SJS-ERMO-Q4,BJ-2026-SJS-ERMO,4,选择题,2,,S,,,,,S,,,
BJ-2026-SJS-ERMO-Q5,BJ-2026-SJS-ERMO,5,选择题,2,,S,,,S,,,,,
BJ-2026-SJS-ERMO-Q6,BJ-2026-SJS-ERMO,6,选择题,0,,,,,,,,,,
BJ-2026-SJS-ERMO-Q7,BJ-2026-SJS-ERMO,7,选择题,1,,,,,,S,,,,
BJ-2026-SJS-ERMO-Q8,BJ-2026-SJS-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-SJS-ERMO-Q9,BJ-2026-SJS-ERMO,9,选择题,3,S,S,,,,,,S,,
BJ-2026-SJS-ERMO-Q10,BJ-2026-SJS-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-SJS-ERMO-Q11,BJ-2026-SJS-ERMO,11,选择题,1,,,,S,,,,,,
BJ-2026-SJS-ERMO-Q12,BJ-2026-SJS-ERMO,12,选择题,1,,,,S,,,,,,
BJ-2026-SJS-ERMO-Q13,BJ-2026-SJS-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2026-SJS-ERMO-Q14,BJ-2026-SJS-ERMO,14,选择题,1,,,,,,,S,,,
BJ-2026-SJS-ERMO-Q15,BJ-2026-SJS-ERMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-XC-ERMO-Q16,BJ-2026-XC-ERMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-XC-ERMO-Q17,BJ-2026-XC-ERMO,17,非选择题,1,,,,,,,S,,,
BJ-2026-XC-ERMO-Q19,BJ-2026-XC-ERMO,19,非选择题,1,,,S[1],,,,,,,
BJ-2026-XC-ERMO-Q20,BJ-2026-XC-ERMO,20,非选择题,2,S,,,,,,,S,,
BJ-2026-XC-ERMO-Q1,BJ-2026-XC-ERMO,1,选择题,2,S,,,,,,S,,,
BJ-2026-XC-ERMO-Q2,BJ-2026-XC-ERMO,2,选择题,2,S,S,,,,,,,,
BJ-2026-XC-ERMO-Q3,BJ-2026-XC-ERMO,3,选择题,1,S,,,,,,,,,
BJ-2026-XC-ERMO-Q4,BJ-2026-XC-ERMO,4,选择题,1,S,,,,,,,,,
BJ-2026-XC-ERMO-Q5,BJ-2026-XC-ERMO,5,选择题,1,,,,,,S,,,,
BJ-2026-XC-ERMO-Q6,BJ-2026-XC-ERMO,6,选择题,1,,,,,S,,,,,
BJ-2026-XC-ERMO-Q7,BJ-2026-XC-ERMO,7,选择题,1,,,,,,,,S,,
BJ-2026-XC-ERMO-Q8,BJ-2026-XC-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2026-XC-ERMO-Q9,BJ-2026-XC-ERMO,9,选择题,2,,,,S,,,,S,,
BJ-2026-XC-ERMO-Q10,BJ-2026-XC-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-XC-ERMO-Q11,BJ-2026-XC-ERMO,11,选择题,1,,,,S,,,,,,
BJ-2026-XC-ERMO-Q12,BJ-2026-XC-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2026-XC-ERMO-Q13,BJ-2026-XC-ERMO,13,选择题,2,,,S,,,,S,,,
BJ-2026-XC-ERMO-Q14,BJ-2026-XC-ERMO,14,选择题,1,,,,,,,S,,,
BJ-2026-XC-ERMO-Q15,BJ-2026-XC-ERMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-XC-ERMO-Q18,BJ-2026-XC-ERMO,18,非选择题,4,,,,S,S[4],,S[2],S[2/3],,
BJ-2026-SY-ERMO-Q17,BJ-2026-SY-ERMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-SY-ERMO-Q18,BJ-2026-SY-ERMO,18,非选择题,3,,,,S,S[1],,,S[2],,
BJ-2026-SY-ERMO-Q20,BJ-2026-SY-ERMO,20,非选择题,0,,,,,,,,,,
BJ-2026-SY-ERMO-Q21,BJ-2026-SY-ERMO,21,非选择题,3,S,,,,,,S,S,,
BJ-2026-SY-ERMO-Q1,BJ-2026-SY-ERMO,1,选择题,2,,,S,,,,S,,,
BJ-2026-SY-ERMO-Q2,BJ-2026-SY-ERMO,2,选择题,1,,S,,,,,,,,
BJ-2026-SY-ERMO-Q3,BJ-2026-SY-ERMO,3,选择题,1,S,,,,,,,,,
BJ-2026-SY-ERMO-Q4,BJ-2026-SY-ERMO,4,选择题,1,,,,,,,S,,,
BJ-2026-SY-ERMO-Q5,BJ-2026-SY-ERMO,5,选择题,1,,,,,,S,,,,
BJ-2026-SY-ERMO-Q6,BJ-2026-SY-ERMO,6,选择题,2,S,,,,,S,,,,
BJ-2026-SY-ERMO-Q7,BJ-2026-SY-ERMO,7,选择题,0,,,,,,,,,,
BJ-2026-SY-ERMO-Q8,BJ-2026-SY-ERMO,8,选择题,2,,,,,,,S,S,,
BJ-2026-SY-ERMO-Q9,BJ-2026-SY-ERMO,9,选择题,1,,,,,,,,S,,
BJ-2026-SY-ERMO-Q10,BJ-2026-SY-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2026-SY-ERMO-Q11,BJ-2026-SY-ERMO,11,选择题,1,,,,S,,,,,,
BJ-2026-SY-ERMO-Q12,BJ-2026-SY-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2026-SY-ERMO-Q13,BJ-2026-SY-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2026-SY-ERMO-Q14,BJ-2026-SY-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-SY-ERMO-Q15,BJ-2026-SY-ERMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-SY-ERMO-Q16,BJ-2026-SY-ERMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-SY-ERMO-Q19,BJ-2026-SY-ERMO,19,非选择题,1,,,,,,,S,,,
BJ-2026-DC-QIMO-Q2,BJ-2026-DC-QIMO,2,选择题,2,S,S,,,,,,,,
BJ-2026-DC-QIMO-Q3,BJ-2026-DC-QIMO,3,选择题,1,S,,,,,,,,,
BJ-2026-DC-QIMO-Q16,BJ-2026-DC-QIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-DC-QIMO-Q4,BJ-2026-DC-QIMO,4,选择题,1,S,,,,,,,,,
BJ-2026-DC-QIMO-Q17,BJ-2026-DC-QIMO,17,非选择题,2,,,,,,S[2],S[1],,,
BJ-2026-DC-QIMO-Q18,BJ-2026-DC-QIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-DC-QIMO-Q19,BJ-2026-DC-QIMO,19,非选择题,1,,,,,,,,S,,
BJ-2026-DC-QIMO-Q5,BJ-2026-DC-QIMO,5,选择题,2,S,,,,,,S,,,
BJ-2026-DC-QIMO-Q6,BJ-2026-DC-QIMO,6,选择题,1,,,,,,S,,,,
BJ-2026-DC-QIMO-Q21,BJ-2026-DC-QIMO,21,非选择题,3,S,,,,,,S,S,,
BJ-2026-DC-QIMO-Q1,BJ-2026-DC-QIMO,1,选择题,1,,S,,,,,,,,
BJ-2026-DC-QIMO-Q7,BJ-2026-DC-QIMO,7,选择题,1,,,,,,S,,,,
BJ-2026-DC-QIMO-Q8,BJ-2026-DC-QIMO,8,选择题,2,S,,,,,,,S,,
BJ-2026-DC-QIMO-Q9,BJ-2026-DC-QIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-DC-QIMO-Q10,BJ-2026-DC-QIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-DC-QIMO-Q11,BJ-2026-DC-QIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-DC-QIMO-Q12,BJ-2026-DC-QIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-DC-QIMO-Q13,BJ-2026-DC-QIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-DC-QIMO-Q14,BJ-2026-DC-QIMO,14,选择题,1,,,S,,,,,,,
BJ-2026-DC-QIMO-Q15,BJ-2026-DC-QIMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-DC-QIMO-Q20,BJ-2026-DC-QIMO,20,非选择题,1,,,S,,,,,,,
BJ-2026-FT-QIMO-Q1,BJ-2026-FT-QIMO,1,选择题,2,S,S,,,,,,,,
BJ-2026-FT-QIMO-Q2,BJ-2026-FT-QIMO,2,选择题,3,S,S,,,,,S,,,
BJ-2026-FT-QIMO-Q3,BJ-2026-FT-QIMO,3,选择题,1,,,,,,S,,,,
BJ-2026-FT-QIMO-Q4,BJ-2026-FT-QIMO,4,选择题,1,S,,,,,,,,,
BJ-2026-FT-QIMO-Q5,BJ-2026-FT-QIMO,5,选择题,1,,,,,,S,,,,
BJ-2026-FT-QIMO-Q6,BJ-2026-FT-QIMO,6,选择题,1,,S,,,,,,,,
BJ-2026-FT-QIMO-Q9,BJ-2026-FT-QIMO,9,选择题,1,,S,,,,,,,,
BJ-2026-FT-QIMO-Q10,BJ-2026-FT-QIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-FT-QIMO-Q19,BJ-2026-FT-QIMO,19,非选择题,1,,,,,,,S,,BJ-2024-HD-ERMO-Q19,xuanbi2
BJ-2026-FT-QIMO-Q7,BJ-2026-FT-QIMO,7,选择题,1,,,,,,,,S,,
BJ-2026-FT-QIMO-Q20,BJ-2026-FT-QIMO,20,非选择题,1,,,,,S,,,,BJ-2025-BJ-GAOKAO-Q20,xuanbi1
BJ-2026-FT-QIMO-Q16,BJ-2026-FT-QIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-FT-QIMO-Q17,BJ-2026-FT-QIMO,17,非选择题,2,,,,,,,S,S,,
BJ-2026-FT-QIMO-Q18,BJ-2026-FT-QIMO,18,非选择题,3,,,,S,,,S,S,,
BJ-2026-FT-QIMO-Q21,BJ-2026-FT-QIMO,21,非选择题,1,,,,,,,S,,,
BJ-2026-FT-QIMO-Q22,BJ-2026-FT-QIMO,22,非选择题,3,S,,,,,,S,S,,
BJ-2026-FT-QIMO-Q8,BJ-2026-FT-QIMO,8,选择题,2,,S,,,,,,S,,
BJ-2026-FT-QIMO-Q11,BJ-2026-FT-QIMO,11,选择题,3,,S,,S,,,S,,,
BJ-2026-FT-QIMO-Q13,BJ-2026-FT-QIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-FT-QIMO-Q14,BJ-2026-FT-QIMO,14,选择题,1,,,,,,,S,,,
BJ-2026-FT-QIMO-Q15,BJ-2026-FT-QIMO,15,选择题,1,,,,,,,S,,,
BJ-2026-CP-QIMO-Q1,BJ-2026-CP-QIMO,1,选择题,0,,,,,,,,,,
BJ-2026-CP-QIMO-Q2,BJ-2026-CP-QIMO,2,选择题,0,,,,,,,,,,
BJ-2026-CP-QIMO-Q3,BJ-2026-CP-QIMO,3,选择题,0,,,,,,,,,,
BJ-2026-CP-QIMO-Q4,BJ-2026-CP-QIMO,4,选择题,0,,,,,,,,,,
BJ-2026-CP-QIMO-Q5,BJ-2026-CP-QIMO,5,选择题,0,,,,,,,,,,
BJ-2026-CP-QIMO-Q6,BJ-2026-CP-QIMO,6,选择题,0,,,,,,,,,,
