file,size_mb,cwd,model_last,first_ts,last_ts,book_line,stage_guess,n_token_count_events,records_token_usage,tok_new,tok_cache_read,tok_out,tok_weighted,n_calls,tool_counts_json,exec_cat_json,render_n,check_n,user_text_sample,thread_source,parent,nickname,error
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-31-03-01a0c761-b021-7182-a93c-c0c4738819aa.jsonl,3.0,/Users/wanglifei/Documents/Codex/2026-09-21/bj-2026-mtg-yimo-coverage,gpt-5.6-luna,1790051466.289,1790052692.773,other,其他,69,67,269425,11388160,31420,1533921,67,"{""exec"": 50, ""wait"": 17}","{""浏览"": 18, ""其他"": 5, ""检查"": 3}",0,3,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-32-24-01a0c762-ed7f-7bd1-b900-ef6681654f84.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051547.817,1790052693.08,other,其他,3,4,29255,108544,2148,48701,4,"{""exec"": 4}","{""浏览"": 9}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-32-27-01a0c762-f799-7760-8900-9258535d1994.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051550.776,1790052692.807,other,其他,5,6,26196,185856,2072,53070,6,"{""exec"": 6}","{""浏览"": 3, ""其他"": 3}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-32-30-01a0c763-04d3-74b1-9c35-00f06b9dc123.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051556.738,1790052692.775,other,其他,4,5,28910,161536,3698,59856,5,"{""exec"": 5}","{""浏览"": 5}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-32-30-01a0c763-04da-7832-a9dd-6b5814d9ceba.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051557.082,1790052692.834,other,其他,4,5,28267,116480,2082,48243,5,"{""exec"": 5}","{""浏览"": 5}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-16-01a0c763-b8ed-7be2-9dc0-35b7567a6fde.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051602.622,1790052692.807,other,其他,3,4,12992,126976,2410,35330,4,"{""exec"": 4}","{""浏览"": 4}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-24-01a0c763-d693-7ea1-9f66-82330c64da10.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051609.085,1790052692.827,other,其他,4,4,32700,86016,2438,51054,4,"{""exec"": 4}","{""浏览"": 1, ""其他"": 1}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-31-01a0c763-f4bc-7c83-b092-df1a26afe92e.jsonl,0.1,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051615.452,1790051747.196,other,其他,0,1,6688,26368,805,12545,1,"{""exec"": 1}",{},0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-33-01a0c763-fb18-7f81-ae14-a2a187d50962.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051618.295,1790052692.791,other,其他,3,4,27972,88064,2164,45434,4,"{""exec"": 4}","{""浏览"": 4}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-37-01a0c764-0ac5-7d72-94ed-013a9e11b56a.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051627.78,1790052692.801,other,其他,4,5,24649,114432,3071,48376,5,"{""exec"": 5}","{""浏览"": 18}",0,0,,agent_created_thread,False,,
/Users/wanglifei/.codex/archived_sessions/rollout-2026-09-21T21-33-42-01a0c764-1d12-7f83-aa9e-3b116c4743c5.jsonl,0.2,/Users/wanglifei/Desktop/gpt6,gpt-5.6-luna,1790051631.503,1790052692.791,other,其他,4,5,22949,115456,2086,42839,5,"{""exec"": 5}","{""浏览"": 13}",0,0,,agent_created_thread,False,,
