uid,exam,stage,num,subq,type,tier,IN,MAYBE,OUT_count,books_now,book_but_script_OUT,evidence_for_IN
BJ-2024-DC-ERMO-Q6,BJ-2024-DC-ERMO,二模,6,,选择题,不明,B3,B2 CU MI PH RE X2,2,B3,,B3:位置先验0.30；书稿已收:B3
BJ-2024-DC-ERMO-Q7,BJ-2024-DC-ERMO,二模,7,,选择题,不明,X2,B2 B3 CU MI PH RE,2,X2,,X2:词典判给本模块题肢3个；位置先验0.02；书稿已收:X2
BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO,二模,8,,选择题,倾向,X2,B2 B3 PH,5,X2,,X2:位置先验0.04；书稿已收:X2
BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO,二模,9,,选择题,不明,,B2 B3 CU PH X2,4,,,
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,二模,10,,选择题,不明,,B2 B3 X2,6,,,
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,二模,11,,选择题,不明,,B2 B3 X2,6,,,
BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢2个；位置先验0.78；书稿已收:B2
BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2
BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2/X1
BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO,二模,15,,选择题,倾向,B2 MI X1,B1 B3 CU,3,B2 MI X1,MI,B2:词典判给本模块题肢3个；位置先验0.29；书稿已收:B2/MI/X1 | MI:位置先验0.06；书稿已收:B2/MI/X1 | X1:位置先验0.80；书稿已收:B2/MI/X1
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,一模,16,,主观题,不明,B3,B2 MI PH X2,4,B3,,B3:细则书名:B3；书稿已收:B3
BJ-2024-FT-YIMO-Q19(1),BJ-2024-FT-YIMO,一模,19,1,主观题,不明,RE,B2 B3 MI PH X2,3,RE,,RE:书稿已收:RE
BJ-2024-FT-YIMO-Q19(2),BJ-2024-FT-YIMO,一模,19,2,主观题,不明,MI RE,B2 B3 PH X2,3,MI RE,,MI:设问点名:科学思维；书稿已收:MI/RE | RE:设问点名:科学思维；书稿已收:MI/RE
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,一模,1,,选择题,不明,CU,B1 B2 B3 PH,4,CU,,CU:词典判给本模块题肢1个；位置先验0.35；书稿已收:CU
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,一模,2,,选择题,不明,CU,B2 B3 PH RE,4,CU,,CU:词典判给本模块题肢1个；位置先验0.62；书稿已收:CU
BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO,一模,3,,选择题,不明,B3,B2 CU MI PH RE,3,B3,,B3:位置先验0.42；书稿已收:B3
BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO,一模,4,,选择题,不明,B3,B2 CU MI PH RE,3,B3,,B3:词典判给本模块题肢2个；位置先验0.36；书稿已收:B3
BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO,一模,5,,选择题,不明,B3 X2,B2 CU MI PH RE,2,B3 X2,,B3:位置先验0.31；书稿已收:B3/X2 | X2:词典判给本模块题肢1个；位置先验0.06；书稿已收:B3/X2
BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO,一模,6,,选择题,不明,CU X2,B2 B3 MI PH RE,2,CU X2,,CU:位置先验0.17；书稿已收:CU/X2 | X2:词典判给本模块题肢2个；位置先验0.06；书稿已收:CU/X2
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,一模,8,,选择题,倾向,B2 PH,B3,6,PH,PH,B2:词典判给本模块题肢2个；位置先验0.31；书稿已收:PH | PH:位置先验0.10；书稿已收:PH
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,一模,9,,选择题,不明,PH,B2 B3 CU X2,4,PH,,PH:词典判给本模块题肢4个；位置先验0.11；书稿已收:PH
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,一模,10,,选择题,不明,MI,B2 B3 X1 X2,4,,,MI:词典判给本模块题肢3个；位置先验0.04
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,一模,11,,选择题,倾向,RE,B2 B3 X2,5,RE,,RE:词典判给本模块题肢2个；位置先验0.06；书稿已收:RE
BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO,一模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢3个；位置先验0.78；书稿已收:B2
BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO,一模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢3个；位置先验0.69；书稿已收:B2
BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO,一模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2/X1 | X1:词典判给本模块题肢1个；位置先验0.69；书稿已收:B2/X1
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,一模,15,,选择题,不明,X1,B1 B2 B3 CU RE,3,X1,,X1:词典判给本模块题肢3个；位置先验0.80；书稿已收:X1
BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO,一模,17,,主观题,不明,X2,B2 B3 CU PH,4,X2,,X2:细则书名:X2；书稿已收:X2
BJ-2024-FT-YIMO-Q18(1),BJ-2024-FT-YIMO,一模,18,1,主观题,不明,PH,B2 B3 RE X1 X2,3,PH,,PH:设问点名:哲学角度；细则书名:B2；书稿已收:PH
BJ-2024-FT-YIMO-Q18(2),BJ-2024-FT-YIMO,一模,18,2,主观题,不明,B2,B3 PH RE X1 X2,3,B2,,B2:设问点名:《经济与社会》；细则书名:B2；书稿已收:B2
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,一模,20,,主观题,倾向,B2 X1,X2,6,B2,,B2:细则书名:X1；书稿已收:B2 | X1:细则书名:X1；书稿已收:B2
BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO,一模,21,,主观题,不明,,B2 CU MI PH RE X1 X2,2,,,
BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO,一模,7,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:词典判给本模块题肢3个；位置先验0.40；书稿已收:RE
BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO,二模,17,,主观题,倾向,B2 X2,PH,6,B2 X2,,B2:设问点名:《法律与生活》；细则书名:X2；书稿已收:B2/X2 | X2:设问点名:《法律与生活》；细则书名:X2；书稿已收:B2/X2
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,二模,19,,主观题,倾向,X1,B2,7,X1,,X1:设问点名:《当代国际政治与经济》；细则书名:X1；书稿已收:X1
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,二模,1,,选择题,倾向,B1 B3 CU,B2 PH,4,B3 CU,,B1:词典判给本模块题肢1个；位置先验0.55；书稿已收:B3/CU | B3:词典判给本模块题肢1个；位置先验0.80；书稿已收:B3/CU | CU:位置先验0.35；书稿已收:B3/CU
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,二模,2,,选择题,倾向,B3 CU X1,B2 PH RE,3,B3 CU,,B3:位置先验0.36；书稿已收:B3/CU | CU:位置先验0.62；书稿已收:B3/CU | X1:词典判给本模块题肢4个；位置先验0.02；书稿已收:B3/CU
BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO,二模,3,,选择题,不明,B2,B3 CU MI PH RE,3,B2,,B2:词典判给本模块题肢2个；位置先验0.15；书稿已收:B2
BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO,二模,4,,选择题,不明,B2,B3 CU MI PH RE,3,B2,,B2:词典判给本模块题肢1个；位置先验0.30；书稿已收:B2
BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO,二模,5,,选择题,不明,B2 B3 X2,CU MI PH RE,2,B2 B3 X2,,B2:位置先验0.14；书稿已收:B2/B3/X2 | B3:词典判给本模块题肢1个；位置先验0.31；书稿已收:B2/B3/X2 | X2:词典判给本模块题肢2个；位置先验0.06；书稿已收:B2/B3/X2
BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO,二模,6,,选择题,不明,B3 X2,B2 CU MI PH RE,2,B3 X2,,B3:词典判给本模块题肢1个；位置先验0.30；书稿已收:B3/X2 | X2:词典判给本模块题肢2个；位置先验0.06；书稿已收:B3/X2
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,二模,7,,选择题,不明,B3,B2 CU MI PH RE,3,B3,,B3:位置先验0.40；书稿已收:B3
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,二模,8,,选择题,倾向,B3,B2 PH X1,5,B3,,B3:词典判给本模块题肢1个；位置先验0.71；书稿已收:B3
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,二模,9,,选择题,不明,RE X1,B2 B3 CU PH X2,2,RE,RE,RE:位置先验0.07；书稿已收:RE | X1:词典判给本模块题肢4个；位置先验0.09；书稿已收:RE
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,二模,10,,选择题,倾向,RE,B2 B3 X2,5,RE,,RE:词典判给本模块题肢4个；位置先验0.04；书稿已收:RE
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,二模,11,,选择题,倾向,CU,B2 B3 X2,5,CU,CU,CU:位置先验0.06；书稿已收:CU
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,二模,12,,选择题,倾向,B2 PH RE,B3 MI X2,3,PH RE,,B2:词典判给本模块题肢1个；位置先验0.80；书稿已收:PH/RE | PH:词典判给本模块题肢1个；位置先验0.04；书稿已收:PH/RE | RE:词典判给本模块题肢1个；位置先验0.08；书稿已收:PH/RE
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,二模,13,,选择题,倾向,MI PH,B2 B3 RE,4,PH,PH,MI:词典判给本模块题肢2个；位置先验0.10；书稿已收:PH | PH:位置先验0.02；书稿已收:PH
BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2/X1
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,二模,15,,选择题,不明,X1,B1 B2 B3 CU,4,X1,,X1:词典判给本模块题肢2个；位置先验0.80；书稿已收:X1
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,二模,16,,主观题,倾向,B3,B2 CU X1,5,B3,,B3:设问点名:《政治与法治》；细则书名:B3；书稿已收:B3
BJ-2024-FT-ERMO-Q18(1),BJ-2024-FT-ERMO,二模,18,1,主观题,不明,RE,B2 B3 MI PH X1 X2,2,RE,,RE:设问点名:三段论；细则书名:B2；书稿已收:RE
BJ-2024-FT-ERMO-Q18(2),BJ-2024-FT-ERMO,二模,18,2,主观题,不明,MI RE,B2 B3 PH X1 X2,2,MI RE,,MI:设问点名:科学思维；细则书名:B2；书稿已收:MI/RE | RE:设问点名:科学思维；细则书名:B2；书稿已收:MI/RE
BJ-2024-FT-ERMO-Q18(3),BJ-2024-FT-ERMO,二模,18,3,主观题,不明,B2,B3 MI PH RE X1 X2,2,B2,,B2:设问点名:《经济与社会》；细则书名:B2；书稿已收:B2
BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO,二模,20,,主观题,确定,PH,,8,,,PH:设问点名:哲学知识
BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO,二模,21,,主观题,不明,,B1 B2 B3 CU MI PH RE X1 X2,0,,,
BJ-2024-HD-ERMO-Q17(1),BJ-2024-HD-ERMO,二模,17,1,主观题,确定,MI,,8,MI,,MI:设问点名:科学思维；书稿已收:MI
BJ-2024-HD-ERMO-Q17(2),BJ-2024-HD-ERMO,二模,17,2,主观题,不明,MI PH,B1 B2 B3 CU RE X1 X2,0,MI PH,,MI:书稿已收:MI/PH | PH:书稿已收:MI/PH
BJ-2024-HD-ERMO-Q18(1),BJ-2024-HD-ERMO,二模,18,1,主观题,不明,X1,B1 B2 B3 CU MI PH RE X2,0,X1,,X1:设问点名:《当代国际政治与经济》；书稿已收:X1
BJ-2024-HD-ERMO-Q18(2),BJ-2024-HD-ERMO,二模,18,2,主观题,倾向,B3,RE X1,6,B3,,B3:设问点名:《政治与法治》；书稿已收:B3
BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO,二模,20,,主观题,确定,B2,,8,B2,,B2:设问点名:《经济与社会》；书稿已收:B2
BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO,二模,21,,主观题,不明,B2 B3,B1 CU MI PH RE X1 X2,0,B2 B3,,B2:书稿已收:B2/B3 | B3:书稿已收:B2/B3
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,二模,16,,主观题,倾向,PH,CU RE X2,5,PH,,PH:设问点名:哲学角度；书稿已收:PH
BJ-2024-HD-ERMO-Q19(1),BJ-2024-HD-ERMO,二模,19,1,主观题,不明,X2,B1 B2 B3 CU MI PH RE X1,0,X2,,X2:书稿已收:X2
BJ-2024-HD-ERMO-Q19(2),BJ-2024-HD-ERMO,二模,19,2,主观题,倾向,X2,B3 CU PH,5,X2,,X2:设问点名:《法律与生活》；书稿已收:X2
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,二模,1,,选择题,倾向,B3 PH,B1 B2 CU,4,B3 PH,,B3:位置先验0.80；书稿已收:B3/PH | PH:位置先验0.43；书稿已收:B3/PH
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,二模,2,,选择题,不明,CU,B2 B3 PH RE,4,CU,,CU:词典判给本模块题肢3个；位置先验0.62；书稿已收:CU
BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO,二模,3,,选择题,不明,CU PH,B2 B3 MI RE,3,CU,,CU:词典判给本模块题肢1个；位置先验0.54；书稿已收:CU | PH:词典判给本模块题肢1个；位置先验0.60；书稿已收:CU
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,二模,4,,选择题,不明,PH,B2 B3 CU MI RE,3,PH,,PH:词典判给本模块题肢4个；位置先验0.58；书稿已收:PH
BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO,二模,5,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:词典判给本模块题肢4个；位置先验0.35；书稿已收:RE
BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO,二模,6,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:词典判给本模块题肢3个；位置先验0.47；书稿已收:RE
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,二模,7,,选择题,不明,B3,B2 CU MI PH RE X2,2,B3,,B3:词典判给本模块题肢2个；位置先验0.40；书稿已收:B3
BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO,二模,8,,选择题,倾向,B3 CU PH,B2 X1,4,B3 CU PH,CU,B3:词典判给本模块题肢1个；位置先验0.71；书稿已收:B3/CU/PH | CU:位置先验0.08；书稿已收:B3/CU/PH | PH:词典判给本模块题肢1个；位置先验0.10；书稿已收:B3/CU/PH
BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO,二模,9,,选择题,不明,X2,B2 B3 CU PH,4,X2,,X2:词典判给本模块题肢1个；位置先验0.11；书稿已收:X2
BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO,二模,10,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢4个；位置先验0.60；书稿已收:X2
BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢2个；位置先验0.78；书稿已收:B2
BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢3个；位置先验0.69；书稿已收:B2
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,X1,,B2:词典判给本模块题肢1个；位置先验0.50；书稿已收:X1 | X1:词典判给本模块题肢3个；位置先验0.69；书稿已收:X1
BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO,二模,15,,选择题,倾向,CU X1,B1 B2 B3,4,CU X1,CU,CU:位置先验0.08；书稿已收:CU/X1 | X1:词典判给本模块题肢2个；位置先验0.80；书稿已收:CU/X1
BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO,二模,11,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢1个；位置先验0.67；书稿已收:X2
BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO,一模,4,,选择题,不明,CU X1,B2 B3 MI PH RE,2,CU X1,,CU:词典判给本模块题肢2个；位置先验0.45；书稿已收:CU/X1 | X1:词典判给本模块题肢2个；位置先验0.06；书稿已收:CU/X1
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,一模,1,,选择题,不明,B3,B1 B2 CU PH X1,3,,,B3:词典判给本模块题肢1个；位置先验0.80
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,一模,2,,选择题,不明,PH,B2 B3 CU RE,4,PH,,PH:词典判给本模块题肢1个；位置先验0.47；书稿已收:PH
BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO,一模,3,,选择题,不明,CU PH,B2 B3 MI RE,3,CU PH,,CU:位置先验0.54；书稿已收:CU/PH | PH:词典判给本模块题肢1个；位置先验0.58；书稿已收:CU/PH
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,一模,5,,选择题,不明,PH,B2 B3 CU MI RE,3,PH,,PH:词典判给本模块题肢1个；位置先验0.43；书稿已收:PH
BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO,一模,6,,选择题,不明,MI RE,B2 B3 CU PH,3,MI RE,,MI:词典判给本模块题肢3个；位置先验0.30；书稿已收:MI/RE | RE:词典判给本模块题肢1个；位置先验0.47；书稿已收:MI/RE
BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO,一模,7,,选择题,不明,RE X1,B2 B3 CU MI PH X2,1,RE X1,,RE:设问问法:RE；解析点名:RE；位置先验0.40；书稿已收:RE/X1 | X1:设问问法:RE；解析点名:RE；词典判给本模块题肢1个；书稿已收:RE/X1
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,一模,8,,选择题,倾向,B3 PH,B2 X1 X2,4,B3 PH,,B3:词典判给本模块题肢1个；位置先验0.71；书稿已收:B3/PH | PH:词典判给本模块题肢1个；位置先验0.10；书稿已收:B3/PH
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,一模,9,,选择题,不明,B3,B2 CU PH X1 X2,3,B3,,B3:词典判给本模块题肢3个；位置先验0.67；书稿已收:B3
BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO,一模,10,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢2个；位置先验0.60；书稿已收:X2
BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO,一模,11,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢3个；位置先验0.67；书稿已收:X2
BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO,一模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢2个；位置先验0.78；书稿已收:B2
BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO,一模,13,,选择题,不明,B2 CU,B3 MI RE X1,3,B2 CU,CU,B2:词典判给本模块题肢3个；位置先验0.69；书稿已收:B2/CU | CU:位置先验0.02；书稿已收:B2/CU
BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO,一模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢2个；位置先验0.48；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2/X1
BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO,一模,15,,选择题,倾向,CU X1,B1 B2 B3,4,CU X1,,CU:词典判给本模块题肢1个；位置先验0.08；书稿已收:CU/X1 | X1:词典判给本模块题肢1个；位置先验0.80；书稿已收:CU/X1
BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO,一模,16,,主观题,倾向,CU,PH,7,CU,,CU:设问点名:《哲学与文化》；书稿已收:CU
BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO,一模,17,,主观题,倾向,X2,B2,7,X2,,X2:设问点名:法律知识；书稿已收:X2
BJ-2024-SJS-YIMO-Q18(1),BJ-2024-SJS-YIMO,一模,18,1,主观题,不明,B3,MI PH X1 X2,4,,,B3:设问点名:《政治与法治》
BJ-2024-SJS-YIMO-Q18(2),BJ-2024-SJS-YIMO,一模,18,2,主观题,不明,X2,B3 MI PH X1,4,X2,,X2:书稿已收:X2
BJ-2024-SJS-YIMO-Q19(1),BJ-2024-SJS-YIMO,一模,19,1,主观题,不明,B2,MI PH RE X1,4,B2,,B2:设问点名:《经济与社会》；书稿已收:B2
BJ-2024-SJS-YIMO-Q19(2),BJ-2024-SJS-YIMO,一模,19,2,主观题,不明,X1,B2 MI PH RE,4,,,X1:设问点名:《当代国际政治与经济》
BJ-2024-SJS-YIMO-Q19(3),BJ-2024-SJS-YIMO,一模,19,3,主观题,不明,MI,B2 PH RE X1,4,MI,,MI:设问点名:辩证思维；书稿已收:MI
BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO,一模,20,,主观题,不明,B3 CU,B1 B2 MI PH RE X1 X2,0,B3 CU,,B3:书稿已收:B3/CU | CU:书稿已收:B3/CU
BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO,一模,16,,主观题,倾向,B3,X1 X2,6,B3,,B3:书稿已收:B3
BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO,一模,17,,主观题,倾向,PH,MI RE X1,5,PH,,PH:设问点名:哲学角度；书稿已收:PH
BJ-2024-XC-YIMO-Q18(1),BJ-2024-XC-YIMO,一模,18,1,主观题,不明,X2,B1 B2 B3 CU MI PH RE X1,0,X2,,X2:书稿已收:X2
BJ-2024-XC-YIMO-Q18(2),BJ-2024-XC-YIMO,一模,18,2,主观题,不明,X2,B1 B2 B3 CU MI PH RE X1,0,X2,,X2:书稿已收:X2
BJ-2024-XC-YIMO-Q18(3),BJ-2024-XC-YIMO,一模,18,3,主观题,倾向,B3 X2,B2 CU PH,4,B3 X2,B3,B3:书稿已收:B3/X2 | X2:书稿已收:B3/X2
BJ-2024-XC-YIMO-Q19(1),BJ-2024-XC-YIMO,一模,19,1,主观题,不明,B2,B3 MI PH RE X1,3,B2,,B2:书稿已收:B2
BJ-2024-XC-YIMO-Q19(2),BJ-2024-XC-YIMO,一模,19,2,主观题,不明,RE,B2 B3 MI PH X1,3,RE,,RE:书稿已收:RE
BJ-2024-XC-YIMO-Q19(3),BJ-2024-XC-YIMO,一模,19,3,主观题,不明,RE,B1 B2 B3 CU MI PH X1 X2,0,RE,,RE:书稿已收:RE
BJ-2024-XC-YIMO-Q19(4),BJ-2024-XC-YIMO,一模,19,4,主观题,不明,B2 B3 X1,B1 CU MI PH RE X2,0,B2 B3 X1,,B2:书稿已收:B2/B3/X1 | B3:书稿已收:B2/B3/X1 | X1:书稿已收:B2/B3/X1
BJ-2024-XC-YIMO-Q19(5),BJ-2024-XC-YIMO,一模,19,5,主观题,不明,MI,B2 B3 PH RE X1,3,MI,,MI:设问点名:《逻辑与思维》；书稿已收:MI
BJ-2024-XC-YIMO-Q19(6),BJ-2024-XC-YIMO,一模,19,6,主观题,不明,B2 X1,B3 MI PH RE,3,B2 X1,,B2:设问点名:经济角度；书稿已收:B2/X1 | X1:设问点名:经济角度；书稿已收:B2/X1
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,一模,1,,选择题,不明,X1,B1 B2 B3 CU PH,3,X1,X1,X1:位置先验0.06；书稿已收:X1
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,一模,2,,选择题,倾向,B2 PH,B3 CU RE,4,B2 PH,,B2:词典判给本模块题肢1个；位置先验0.25；书稿已收:B2/PH | PH:词典判给本模块题肢1个；位置先验0.47；书稿已收:B2/PH
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,一模,3,,选择题,不明,B3 PH,B2 CU MI RE,3,B3 PH,,B3:位置先验0.42；书稿已收:B3/PH | PH:位置先验0.58；书稿已收:B3/PH
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,一模,4,,选择题,倾向,B2 B3 CU,MI PH RE,3,B2 B3 CU,,B2:词典判给本模块题肢1个；位置先验0.30；书稿已收:B2/B3/CU | B3:词典判给本模块题肢1个；位置先验0.36；书稿已收:B2/B3/CU | CU:位置先验0.45；书稿已收:B2/B3/CU
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,一模,6,,选择题,不明,X2,B2 B3 CU MI PH RE,2,X2,,X2:词典判给本模块题肢4个；位置先验0.06；书稿已收:X2
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,一模,7,,选择题,不明,B2 X2,B3 CU MI PH RE,2,B2 X2,,B2:位置先验0.26；书稿已收:B2/X2 | X2:词典判给本模块题肢4个；位置先验0.02；书稿已收:B2/X2
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,一模,8,,选择题,倾向,B3 X2,B2 PH,5,X2,,B3:词典判给本模块题肢1个；位置先验0.71；书稿已收:X2 | X2:词典判给本模块题肢3个；位置先验0.04；书稿已收:X2
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,一模,9,,选择题,不明,PH,B2 B3 CU MI X2,3,PH,,PH:词典判给本模块题肢2个；位置先验0.11；书稿已收:PH
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,一模,10,,选择题,不明,CU PH,B2 B3 RE X2,3,CU PH,PH CU,CU:书稿已收:CU/PH | PH:位置先验0.04；书稿已收:CU/PH
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,一模,11,,选择题,倾向,RE,B2 B3 X2,5,RE,RE,RE:位置先验0.06；书稿已收:RE
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,一模,12,,选择题,不明,PH,B2 B3 MI X2,4,PH,PH,PH:位置先验0.04；书稿已收:PH
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,一模,13,,选择题,倾向,MI,B2 B3 RE,5,MI,,MI:词典判给本模块题肢1个；位置先验0.10；书稿已收:MI
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,一模,14,,选择题,不明,X1,B1 B2 B3 MI RE,3,X1,,X1:词典判给本模块题肢2个；位置先验0.69；书稿已收:X1
