uid,exam,stage,num,subq,type,tier,IN,MAYBE,OUT_count,books_now,book_but_script_OUT,evidence_for_IN
BJ-2026-CP-ERMO-Q14,BJ-2026-CP-ERMO,二模,14,,选择题,不明,B2,B1 B3 MI RE X1,3,,,B2:词典判给本模块题肢2个；位置先验0.49
BJ-2026-CP-ERMO-Q15,BJ-2026-CP-ERMO,二模,15,,选择题,倾向,B2 X1,B1 B3 CU,4,,,B2:词典判给本模块题肢3个；位置先验0.30 | X1:词典判给本模块题肢1个；位置先验0.80
BJ-2026-CP-ERMO-Q16,BJ-2026-CP-ERMO,二模,16,,主观题,不明,,B2 B3 CU MI PH RE X2,2,,,
BJ-2026-CP-ERMO-Q17,BJ-2026-CP-ERMO,二模,17,,主观题,不明,B3,B1 B2 CU PH RE X1 X2,1,B3,,B3:细则书名:B3；书稿已收:B3
BJ-2026-CP-ERMO-Q18,BJ-2026-CP-ERMO,二模,18,,主观题,倾向,X2,B3 CU RE,5,,,X2:设问点名:《法律与生活》；细则书名:X2
BJ-2026-CP-ERMO-Q19,BJ-2026-CP-ERMO,二模,19,,主观题,不明,,B2 B3 CU MI PH RE X1 X2,1,,,
BJ-2026-CP-ERMO-Q20,BJ-2026-CP-ERMO,二模,20,,主观题,倾向,B2,B3 X2,6,,,B2:设问点名:《经济与社会》；细则书名:B2
BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO,二模,21,,主观题,不明,X1,B1 B2 CU RE X2,3,,,X1:设问点名:《当代国际政治与经济》；细则书名:X1
BJ-2026-CP-ERMO-Q22,BJ-2026-CP-ERMO,二模,22,,主观题,不明,B3,B1 B2 CU MI PH RE X1 X2,0,B3,,B3:书稿已收:B3
BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO,二模,16,,主观题,不明,PH,B2 CU MI RE,4,PH,,PH:设问点名:哲学角度；书稿已收:PH
BJ-2026-CY-ERMO-Q18,BJ-2026-CY-ERMO,二模,18,,主观题,不明,X2,B1 B2 B3 CU MI PH RE X1,0,X2,,X2:设问点名:《法律与生活》；细则书名:X2；书稿已收:X2
BJ-2026-CY-ERMO-Q19(1),BJ-2026-CY-ERMO,二模,19,1,主观题,不明,RE,B2 B3 MI X2,4,RE,,RE:设问点名:《逻辑与思维》/概念内涵；书稿已收:RE
BJ-2026-CY-ERMO-Q19(2),BJ-2026-CY-ERMO,二模,19,2,主观题,倾向,B2,B3 RE X2,5,B2,,B2:设问点名:《经济与社会》；书稿已收:B2
BJ-2026-CY-ERMO-Q1,BJ-2026-CY-ERMO,二模,1,,选择题,不明,B1 B2,B3 CU PH X1,3,B2,,B1:词典判给本模块题肢1个；位置先验0.57；书稿已收:B2 | B2:词典判给本模块题肢1个；位置先验0.24；书稿已收:B2
BJ-2026-CY-ERMO-Q2,BJ-2026-CY-ERMO,二模,2,,选择题,不明,CU,B2 B3 PH RE X1,3,CU,,CU:词典判给本模块题肢4个；位置先验0.62；书稿已收:CU
BJ-2026-CY-ERMO-Q3,BJ-2026-CY-ERMO,二模,3,,选择题,不明,MI PH,B2 B3 CU RE X2,2,MI PH,,MI:词典判给本模块题肢1个；位置先验0.21；书稿已收:MI/PH | PH:词典判给本模块题肢3个；位置先验0.58；书稿已收:MI/PH
BJ-2026-CY-ERMO-Q4,BJ-2026-CY-ERMO,二模,4,,选择题,不明,PH,B2 B3 CU MI RE X1,2,PH,,PH:词典判给本模块题肢1个；位置先验0.58；书稿已收:PH
BJ-2026-CY-ERMO-Q5,BJ-2026-CY-ERMO,二模,5,,选择题,不明,MI PH,B2 B3 CU RE,3,MI PH,,MI:词典判给本模块题肢1个；位置先验0.20；书稿已收:MI/PH | PH:词典判给本模块题肢1个；位置先验0.43；书稿已收:MI/PH
BJ-2026-CY-ERMO-Q6,BJ-2026-CY-ERMO,二模,6,,选择题,不明,B2 RE,B3 CU MI PH,3,RE,,B2:词典判给本模块题肢2个；位置先验0.25；书稿已收:RE | RE:位置先验0.47；书稿已收:RE
BJ-2026-CY-ERMO-Q7,BJ-2026-CY-ERMO,二模,7,,选择题,不明,MI PH,B2 B3 CU RE X1 X2,1,MI PH,,MI:词典判给本模块题肢4个；位置先验0.32；书稿已收:MI/PH | PH:位置先验0.25；书稿已收:MI/PH
BJ-2026-CY-ERMO-Q8,BJ-2026-CY-ERMO,二模,8,,选择题,倾向,B3,B2 PH,6,B3,,B3:词典判给本模块题肢4个；位置先验0.71；书稿已收:B3
BJ-2026-CY-ERMO-Q9,BJ-2026-CY-ERMO,二模,9,,选择题,倾向,B3 CU,B2 PH X2,4,B3 CU,,B3:词典判给本模块题肢1个；位置先验0.67；书稿已收:B3/CU | CU:词典判给本模块题肢2个；位置先验0.15；书稿已收:B3/CU
BJ-2026-CY-ERMO-Q10,BJ-2026-CY-ERMO,二模,10,,选择题,不明,X2,B2 B3 CU PH,4,X2,,X2:位置先验0.60；书稿已收:X2
BJ-2026-CY-ERMO-Q11,BJ-2026-CY-ERMO,二模,11,,选择题,倾向,B2 X2,B3,6,B2 X2,,B2:位置先验0.50；书稿已收:B2/X2 | X2:词典判给本模块题肢3个；位置先验0.67；书稿已收:B2/X2
BJ-2026-CY-ERMO-Q12,BJ-2026-CY-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢1个；位置先验0.78；书稿已收:B2
BJ-2026-CY-ERMO-Q13,BJ-2026-CY-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢3个；位置先验0.69；书稿已收:B2
BJ-2026-CY-ERMO-Q14,BJ-2026-CY-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢2个；位置先验0.48；书稿已收:B2/X1 | X1:位置先验0.69；书稿已收:B2/X1
BJ-2026-CY-ERMO-Q15,BJ-2026-CY-ERMO,二模,15,,选择题,不明,B2 X1,B1 B3 CU X2,3,B2 X1,,B2:词典判给本模块题肢2个；位置先验0.29；书稿已收:B2/X1 | X1:位置先验0.80；书稿已收:B2/X1
BJ-2026-CY-ERMO-Q17,BJ-2026-CY-ERMO,二模,17,,主观题,倾向,B3,PH X1 X2,5,B3,,B3:设问点名:《政治与法治》；细则书名:B3；书稿已收:B3
BJ-2026-CY-ERMO-Q20(1),BJ-2026-CY-ERMO,二模,20,1,主观题,不明,PH X1,B2 MI RE X2,3,PH X1,,PH:细则书名:X1；书稿已收:PH/X1 | X1:细则书名:X1；书稿已收:PH/X1
BJ-2026-CY-ERMO-Q20(2),BJ-2026-CY-ERMO,二模,20,2,主观题,不明,X1,B2 MI PH RE X2,3,,,X1:设问点名:《当代国际政治与经济》；细则书名:X1
BJ-2026-CY-ERMO-Q21,BJ-2026-CY-ERMO,二模,21,,主观题,不明,B3 PH,B1 B2 CU MI RE X1 X2,0,B3 PH,,B3:书稿已收:B3/PH | PH:书稿已收:B3/PH
BJ-2026-HD-ERMO-Q3,BJ-2026-HD-ERMO,二模,3,,选择题,不明,PH RE,B2 B3 CU MI,3,PH RE,,PH:词典判给本模块题肢1个；位置先验0.58；书稿已收:PH/RE | RE:词典判给本模块题肢1个；位置先验0.12；书稿已收:PH/RE
BJ-2026-HD-ERMO-Q14,BJ-2026-HD-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2/X1 | X1:位置先验0.69；书稿已收:B2/X1
BJ-2026-HD-ERMO-Q13,BJ-2026-HD-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2
BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO,二模,16,,主观题,倾向,PH,X1 X2,6,PH,,PH:设问点名:哲学角度；书稿已收:PH
BJ-2026-HD-ERMO-Q17,BJ-2026-HD-ERMO,二模,17,,主观题,倾向,B3,CU X1 X2,5,B3,,B3:设问点名:《政治与法治》；细则书名:B3；书稿已收:B3
BJ-2026-HD-ERMO-Q20(1),BJ-2026-HD-ERMO,二模,20,1,主观题,倾向,RE,B2 X1 X2,5,RE,,RE:设问点名:三段论；细则书名:X1；书稿已收:RE
BJ-2026-HD-ERMO-Q20(2),BJ-2026-HD-ERMO,二模,20,2,主观题,倾向,X1,B2 RE X2,5,X1,,X1:设问点名:《当代国际政治与经济》；细则书名:X1；书稿已收:X1
BJ-2026-HD-ERMO-Q21,BJ-2026-HD-ERMO,二模,21,,主观题,不明,B3 PH,B1 B2 CU MI RE X1 X2,0,B3 PH,,B3:书稿已收:B3/PH | PH:书稿已收:B3/PH
BJ-2026-HD-ERMO-Q1,BJ-2026-HD-ERMO,二模,1,,选择题,倾向,B1 PH,B2 B3 CU,4,PH,,B1:词典判给本模块题肢2个；位置先验0.55；书稿已收:PH | PH:词典判给本模块题肢1个；位置先验0.43；书稿已收:PH
BJ-2026-HD-ERMO-Q2,BJ-2026-HD-ERMO,二模,2,,选择题,倾向,B2 CU PH,B3 RE,4,B2 CU PH,,B2:位置先验0.25；书稿已收:B2/CU/PH | CU:词典判给本模块题肢1个；位置先验0.62；书稿已收:B2/CU/PH | PH:词典判给本模块题肢1个；位置先验0.47；书稿已收:B2/CU/PH
BJ-2026-HD-ERMO-Q4,BJ-2026-HD-ERMO,二模,4,,选择题,倾向,PH RE,B2 B3 CU,4,PH RE,,PH:词典判给本模块题肢2个；位置先验0.58；书稿已收:PH/RE | RE:词典判给本模块题肢1个；位置先验0.09；书稿已收:PH/RE
BJ-2026-HD-ERMO-Q5,BJ-2026-HD-ERMO,二模,5,,选择题,不明,RE,B2 B3 CU MI PH X2,2,RE,,RE:词典判给本模块题肢3个；位置先验0.35；书稿已收:RE
BJ-2026-HD-ERMO-Q6,BJ-2026-HD-ERMO,二模,6,,选择题,不明,RE,B2 B3 CU MI PH X2,2,RE,,RE:设问问法:RE；解析点名:RE；位置先验0.47；书稿已收:RE
BJ-2026-HD-ERMO-Q7,BJ-2026-HD-ERMO,二模,7,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:词典判给本模块题肢2个；位置先验0.40；书稿已收:RE
BJ-2026-HD-ERMO-Q8,BJ-2026-HD-ERMO,二模,8,,选择题,倾向,B3,B2 PH,6,B3,,B3:词典判给本模块题肢1个；位置先验0.71；书稿已收:B3
BJ-2026-HD-ERMO-Q9,BJ-2026-HD-ERMO,二模,9,,选择题,不明,B3,B2 CU PH X2,4,B3,,B3:词典判给本模块题肢2个；位置先验0.67；书稿已收:B3
BJ-2026-HD-ERMO-Q10,BJ-2026-HD-ERMO,二模,10,,选择题,倾向,B2 X2,B3,6,X2,,B2:词典判给本模块题肢1个；位置先验0.56；书稿已收:X2 | X2:词典判给本模块题肢3个；位置先验0.60；书稿已收:X2
BJ-2026-HD-ERMO-Q11,BJ-2026-HD-ERMO,二模,11,,选择题,倾向,B3 X2,B2,6,B3 X2,,B3:词典判给本模块题肢1个；位置先验0.37；书稿已收:B3/X2 | X2:词典判给本模块题肢3个；位置先验0.67；书稿已收:B3/X2
BJ-2026-HD-ERMO-Q12,BJ-2026-HD-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢4个；位置先验0.78；书稿已收:B2
BJ-2026-HD-ERMO-Q15,BJ-2026-HD-ERMO,二模,15,,选择题,不明,X1,B1 B2 B3 CU,4,X1,,X1:词典判给本模块题肢2个；位置先验0.80；书稿已收:X1
BJ-2026-HD-ERMO-Q18(1),BJ-2026-HD-ERMO,二模,18,1,主观题,不明,MI,B2 B3 RE X2,4,MI,,MI:设问点名:《逻辑与思维》；细则书名:MI/RE/X2；书稿已收:MI
BJ-2026-HD-ERMO-Q18(2),BJ-2026-HD-ERMO,二模,18,2,主观题,不明,X2,B2 B3 MI RE,4,X2,,X2:设问点名:《法律与生活》；细则书名:MI/RE/X2；书稿已收:X2
BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO,二模,19,,主观题,倾向,B2,X2,7,B2,,B2:设问点名:《经济与社会》；细则书名:B2；书稿已收:B2
BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO,二模,16,,主观题,倾向,B2,MI X1,6,B2,,B2:设问点名:《经济与社会》；书稿已收:B2
BJ-2026-SJS-ERMO-Q17(1),BJ-2026-SJS-ERMO,二模,17,1,主观题,不明,B3,B2 MI PH RE X1 X2,2,B3,,B3:设问点名:《政治与法治》；书稿已收:B3
BJ-2026-SJS-ERMO-Q17(2),BJ-2026-SJS-ERMO,二模,17,2,主观题,不明,MI,B2 B3 PH RE X1 X2,2,MI,,MI:设问点名:《逻辑与思维》/辩证思维；书稿已收:MI
BJ-2026-SJS-ERMO-Q17(3),BJ-2026-SJS-ERMO,二模,17,3,主观题,不明,PH,B2 B3 MI RE X1 X2,2,PH,,PH:设问点名:哲学角度；书稿已收:PH
BJ-2026-SJS-ERMO-Q18,BJ-2026-SJS-ERMO,二模,18,,主观题,确定,X1,,8,,,X1:设问点名:《当代国际政治与经济》
BJ-2026-SJS-ERMO-Q19,BJ-2026-SJS-ERMO,二模,19,,主观题,倾向,X2,B3,7,X2,,X2:设问点名:《法律与生活》；书稿已收:X2
BJ-2026-SJS-ERMO-Q20,BJ-2026-SJS-ERMO,二模,20,,主观题,不明,B2 CU PH,B1 B3 MI RE X1 X2,0,B2 CU PH,,B2:书稿已收:B2/CU/PH | CU:书稿已收:B2/CU/PH | PH:书稿已收:B2/CU/PH
BJ-2026-SJS-ERMO-Q1,BJ-2026-SJS-ERMO,二模,1,,选择题,倾向,B1 B2 B3 PH,CU,4,B3 PH,,B1:词典判给本模块题肢2个；位置先验0.57；书稿已收:B3/PH | B2:词典判给本模块题肢2个；位置先验0.27；书稿已收:B3/PH | B3:位置先验0.80；书稿已收:B3/PH | PH:位置先验0.43；书稿已收:B3/PH
BJ-2026-SJS-ERMO-Q2,BJ-2026-SJS-ERMO,二模,2,,选择题,倾向,CU MI PH,B2 B3,4,CU MI PH,MI,CU:词典判给本模块题肢1个；位置先验0.62；书稿已收:CU/MI/PH | MI:位置先验0.08；书稿已收:CU/MI/PH | PH:词典判给本模块题肢1个；位置先验0.47；书稿已收:CU/MI/PH
BJ-2026-SJS-ERMO-Q3,BJ-2026-SJS-ERMO,二模,3,,选择题,不明,PH,B1 B2 B3 CU MI RE,2,PH,,PH:位置先验0.58；书稿已收:PH
BJ-2026-SJS-ERMO-Q4,BJ-2026-SJS-ERMO,二模,4,,选择题,不明,B2 CU,B3 MI PH RE,3,B2 CU,,B2:词典判给本模块题肢1个；位置先验0.30；书稿已收:B2/CU | CU:词典判给本模块题肢3个；位置先验0.45；书稿已收:B2/CU
BJ-2026-SJS-ERMO-Q5,BJ-2026-SJS-ERMO,二模,5,,选择题,不明,CU MI,B2 B3 PH RE,3,CU MI,,CU:位置先验0.31；书稿已收:CU/MI | MI:词典判给本模块题肢2个；位置先验0.20；书稿已收:CU/MI
BJ-2026-SJS-ERMO-Q6,BJ-2026-SJS-ERMO,二模,6,,选择题,不明,MI,B2 B3 CU PH RE,3,,,MI:词典判给本模块题肢3个；位置先验0.30
BJ-2026-SJS-ERMO-Q7,BJ-2026-SJS-ERMO,二模,7,,选择题,不明,RE,B2 B3 CU MI PH X2,2,RE,,RE:词典判给本模块题肢3个；位置先验0.40；书稿已收:RE
BJ-2026-SJS-ERMO-Q8,BJ-2026-SJS-ERMO,二模,8,,选择题,倾向,B3,B2 PH X2,5,B3,,B3:位置先验0.71；书稿已收:B3
BJ-2026-SJS-ERMO-Q9,BJ-2026-SJS-ERMO,二模,9,,选择题,倾向,B3 CU PH,B1 B2 X2,3,B3 CU PH,,B3:位置先验0.67；书稿已收:B3/CU/PH | CU:位置先验0.15；书稿已收:B3/CU/PH | PH:位置先验0.11；书稿已收:B3/CU/PH
BJ-2026-SJS-ERMO-Q10,BJ-2026-SJS-ERMO,二模,10,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢4个；位置先验0.60；书稿已收:X2
BJ-2026-SJS-ERMO-Q11,BJ-2026-SJS-ERMO,二模,11,,选择题,倾向,B2 X2,B3,6,X2,,B2:词典判给本模块题肢1个；位置先验0.50；书稿已收:X2 | X2:词典判给本模块题肢3个；位置先验0.67；书稿已收:X2
BJ-2026-SJS-ERMO-Q12,BJ-2026-SJS-ERMO,二模,12,,选择题,不明,X2,B2 B3 CU MI RE,3,X2,,X2:词典判给本模块题肢4个；位置先验0.12；书稿已收:X2
BJ-2026-SJS-ERMO-Q13,BJ-2026-SJS-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2
BJ-2026-SJS-ERMO-Q14,BJ-2026-SJS-ERMO,二模,14,,选择题,不明,B2,B1 B3 MI RE X1,3,B2,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2
BJ-2026-SJS-ERMO-Q15,BJ-2026-SJS-ERMO,二模,15,,选择题,倾向,B2 X1,B1 B3 CU,4,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.29；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.80；书稿已收:B2/X1
BJ-2026-XC-ERMO-Q16,BJ-2026-XC-ERMO,二模,16,,主观题,倾向,CU PH,X1 X2,5,CU PH,,CU:设问点名:《哲学与文化》；细则书名:CU/PH；书稿已收:CU/PH | PH:设问点名:《哲学与文化》；细则书名:CU/PH；书稿已收:CU/PH
BJ-2026-XC-ERMO-Q17,BJ-2026-XC-ERMO,二模,17,,主观题,倾向,B2,X2,7,B2,,B2:设问点名:经济知识；书稿已收:B2
BJ-2026-XC-ERMO-Q19(1),BJ-2026-XC-ERMO,二模,19,1,主观题,倾向,X1,B2 RE X2,5,X1,,X1:设问点名:当代国际政治；细则书名:X1；书稿已收:X1
BJ-2026-XC-ERMO-Q19(2),BJ-2026-XC-ERMO,二模,19,2,主观题,倾向,X1,B2 RE X2,5,,,X1:设问点名:《当代国际政治与经济》；细则书名:X1
BJ-2026-XC-ERMO-Q20,BJ-2026-XC-ERMO,二模,20,,主观题,不明,B3 PH,B1 B2 CU MI RE X1 X2,0,B3 PH,,B3:书稿已收:B3/PH | PH:书稿已收:B3/PH
BJ-2026-XC-ERMO-Q1,BJ-2026-XC-ERMO,二模,1,,选择题,倾向,B2 PH,B1 B3 CU,4,B2 PH,,B2:词典判给本模块题肢3个；位置先验0.24；书稿已收:B2/PH | PH:位置先验0.43；书稿已收:B2/PH
BJ-2026-XC-ERMO-Q2,BJ-2026-XC-ERMO,二模,2,,选择题,倾向,CU PH,B2 B3 RE,4,CU PH,,CU:词典判给本模块题肢2个；位置先验0.62；书稿已收:CU/PH | PH:词典判给本模块题肢1个；位置先验0.47；书稿已收:CU/PH
BJ-2026-XC-ERMO-Q3,BJ-2026-XC-ERMO,二模,3,,选择题,不明,PH,B2 B3 CU MI RE,3,PH,,PH:词典判给本模块题肢1个；位置先验0.58；书稿已收:PH
BJ-2026-XC-ERMO-Q4,BJ-2026-XC-ERMO,二模,4,,选择题,不明,PH,B2 B3 CU MI RE,3,PH,,PH:词典判给本模块题肢2个；位置先验0.58；书稿已收:PH
BJ-2026-XC-ERMO-Q5,BJ-2026-XC-ERMO,二模,5,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:位置先验0.35；书稿已收:RE
BJ-2026-XC-ERMO-Q6,BJ-2026-XC-ERMO,二模,6,,选择题,不明,MI,B2 B3 CU PH RE,3,MI,,MI:词典判给本模块题肢1个；位置先验0.30；书稿已收:MI
BJ-2026-XC-ERMO-Q7,BJ-2026-XC-ERMO,二模,7,,选择题,不明,B3,B2 CU MI PH RE,3,B3,,B3:词典判给本模块题肢1个；位置先验0.40；书稿已收:B3
BJ-2026-XC-ERMO-Q8,BJ-2026-XC-ERMO,二模,8,,选择题,不明,B3,B2 PH RE X2,4,B3,,B3:词典判给本模块题肢3个；位置先验0.71；书稿已收:B3
BJ-2026-XC-ERMO-Q9,BJ-2026-XC-ERMO,二模,9,,选择题,倾向,B3 X2,B2 CU PH,4,B3 X2,,B3:位置先验0.67；书稿已收:B3/X2 | X2:词典判给本模块题肢2个；位置先验0.11；书稿已收:B3/X2
BJ-2026-XC-ERMO-Q10,BJ-2026-XC-ERMO,二模,10,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢4个；位置先验0.60；书稿已收:X2
BJ-2026-XC-ERMO-Q11,BJ-2026-XC-ERMO,二模,11,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢4个；位置先验0.67；书稿已收:X2
BJ-2026-XC-ERMO-Q12,BJ-2026-XC-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢2个；位置先验0.78；书稿已收:B2
BJ-2026-XC-ERMO-Q13,BJ-2026-XC-ERMO,二模,13,,选择题,倾向,B2 X1,B3 MI RE,4,B2 X1,,B2:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2/X1 | X1:位置先验0.06；书稿已收:B2/X1
BJ-2026-XC-ERMO-Q14,BJ-2026-XC-ERMO,二模,14,,选择题,不明,B2,B1 B3 MI RE X1,3,B2,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2
BJ-2026-XC-ERMO-Q15,BJ-2026-XC-ERMO,二模,15,,选择题,倾向,B2 X1,B1 B3 CU,4,B2 X1,,B2:位置先验0.29；书稿已收:B2/X1 | X1:词典判给本模块题肢1个；位置先验0.80；书稿已收:B2/X1
BJ-2026-XC-ERMO-Q18(1),BJ-2026-XC-ERMO,二模,18,1,主观题,不明,X2,B2 B3 CU MI RE,3,X2,,X2:细则书名:MI/RE；书稿已收:X2
BJ-2026-XC-ERMO-Q18(2),BJ-2026-XC-ERMO,二模,18,2,主观题,倾向,B2 B3 X2,CU MI RE,3,B2 B3 X2,,B2:细则书名:MI/RE；书稿已收:B2/B3/X2 | B3:细则书名:MI/RE；书稿已收:B2/B3/X2 | X2:细则书名:MI/RE；书稿已收:B2/B3/X2
BJ-2026-XC-ERMO-Q18(3),BJ-2026-XC-ERMO,二模,18,3,主观题,不明,B3,B2 CU MI RE X2,3,B3,,B3:细则书名:MI/RE；书稿已收:B3
BJ-2026-XC-ERMO-Q18(4),BJ-2026-XC-ERMO,二模,18,4,主观题,不明,MI,B2 B3 CU RE X2,3,MI,,MI:设问点名:《逻辑与思维》；细则书名:MI/RE；书稿已收:MI
BJ-2026-SY-ERMO-Q17,BJ-2026-SY-ERMO,二模,17,,主观题,确定,B3,,8,B3,,B3:设问点名:《政治与法治》；书稿已收:B3
BJ-2026-SY-ERMO-Q18(1),BJ-2026-SY-ERMO,二模,18,1,主观题,不明,MI X2,B1 B2 B3 CU PH RE X1,0,MI X2,,MI:设问点名:《逻辑与思维》；细则书名:B3/X2；书稿已收:MI/X2 | X2:设问点名:《逻辑与思维》；细则书名:B3/X2；书稿已收:MI/X2
BJ-2026-SY-ERMO-Q18(2),BJ-2026-SY-ERMO,二模,18,2,主观题,不明,B3 X2,B1 B2 CU MI PH RE X1,0,B3 X2,,B3:细则书名:B3/X2；书稿已收:B3/X2 | X2:细则书名:B3/X2；书稿已收:B3/X2
BJ-2026-SY-ERMO-Q20,BJ-2026-SY-ERMO,二模,20,,主观题,不明,X1,B1 B2 B3 CU MI PH RE X2,0,,,X1:设问点名:《当代国际政治与经济》
BJ-2026-SY-ERMO-Q21,BJ-2026-SY-ERMO,二模,21,,主观题,不明,B2 B3 PH,B1 CU MI RE X1 X2,0,B2 B3 PH,,B2:书稿已收:B2/B3/PH | B3:书稿已收:B2/B3/PH | PH:书稿已收:B2/B3/PH
BJ-2026-SY-ERMO-Q1,BJ-2026-SY-ERMO,二模,1,,选择题,倾向,B1 B2 X1,B3 CU PH,3,B2 X1,X1,B1:词典判给本模块题肢1个；位置先验0.55；书稿已收:B2/X1 | B2:位置先验0.24；书稿已收:B2/X1 | X1:位置先验0.06；书稿已收:B2/X1
BJ-2026-SY-ERMO-Q2,BJ-2026-SY-ERMO,二模,2,,选择题,不明,CU,B2 B3 PH RE,4,CU,,CU:词典判给本模块题肢2个；位置先验0.62；书稿已收:CU
BJ-2026-SY-ERMO-Q3,BJ-2026-SY-ERMO,二模,3,,选择题,不明,PH,B2 B3 CU MI RE,3,PH,,PH:词典判给本模块题肢1个；位置先验0.58；书稿已收:PH
BJ-2026-SY-ERMO-Q4,BJ-2026-SY-ERMO,二模,4,,选择题,不明,B2 RE,B3 CU MI PH X2,2,B2,,B2:位置先验0.30；书稿已收:B2 | RE:词典判给本模块题肢3个；位置先验0.09；书稿已收:B2
BJ-2026-SY-ERMO-Q5,BJ-2026-SY-ERMO,二模,5,,选择题,不明,RE,B2 B3 CU MI PH,3,RE,,RE:词典判给本模块题肢1个；位置先验0.35；书稿已收:RE
BJ-2026-SY-ERMO-Q6,BJ-2026-SY-ERMO,二模,6,,选择题,倾向,B2 PH RE,B3 CU MI,3,PH RE,,B2:词典判给本模块题肢2个；位置先验0.25；书稿已收:PH/RE | PH:词典判给本模块题肢2个；位置先验0.21；书稿已收:PH/RE | RE:词典判给本模块题肢1个；位置先验0.47；书稿已收:PH/RE
BJ-2026-SY-ERMO-Q7,BJ-2026-SY-ERMO,二模,7,,选择题,不明,,B2 B3 CU MI PH RE,3,,,
BJ-2026-SY-ERMO-Q8,BJ-2026-SY-ERMO,二模,8,,选择题,倾向,B2 B3,CU PH,5,B2 B3,,B2:位置先验0.29；书稿已收:B2/B3 | B3:词典判给本模块题肢2个；位置先验0.71；书稿已收:B2/B3
BJ-2026-SY-ERMO-Q9,BJ-2026-SY-ERMO,二模,9,,选择题,不明,B3 X1,B2 CU PH X2,3,B3,,B3:词典判给本模块题肢2个；位置先验0.67；书稿已收:B3 | X1:词典判给本模块题肢2个；位置先验0.09；书稿已收:B3
BJ-2026-SY-ERMO-Q10,BJ-2026-SY-ERMO,二模,10,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢2个；位置先验0.60；书稿已收:X2
BJ-2026-SY-ERMO-Q11,BJ-2026-SY-ERMO,二模,11,,选择题,倾向,X2,B2 B3,6,X2,,X2:词典判给本模块题肢2个；位置先验0.67；书稿已收:X2
BJ-2026-SY-ERMO-Q12,BJ-2026-SY-ERMO,二模,12,,选择题,不明,B2,B3 MI RE X2,4,B2,,B2:词典判给本模块题肢3个；位置先验0.78；书稿已收:B2
BJ-2026-SY-ERMO-Q13,BJ-2026-SY-ERMO,二模,13,,选择题,倾向,B2,B3 MI RE,5,B2,,B2:词典判给本模块题肢3个；位置先验0.69；书稿已收:B2
BJ-2026-SY-ERMO-Q14,BJ-2026-SY-ERMO,二模,14,,选择题,不明,B2 X1,B1 B3 MI RE,3,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.48；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.69；书稿已收:B2/X1
BJ-2026-SY-ERMO-Q15,BJ-2026-SY-ERMO,二模,15,,选择题,倾向,B2 X1,B1 B3 CU,4,B2 X1,,B2:词典判给本模块题肢1个；位置先验0.29；书稿已收:B2/X1 | X1:词典判给本模块题肢2个；位置先验0.80；书稿已收:B2/X1
BJ-2026-SY-ERMO-Q16,BJ-2026-SY-ERMO,二模,16,,主观题,确定,CU PH,,7,CU PH,,CU:设问点名:《哲学与文化》；书稿已收:CU/PH | PH:设问点名:《哲学与文化》；书稿已收:CU/PH
BJ-2026-SY-ERMO-Q19,BJ-2026-SY-ERMO,二模,19,,主观题,确定,B2,,8,B2,,B2:设问点名:《经济与社会》；书稿已收:B2
