unit_id,qid,exam_id_raw,exam_id_canonical,num,type,subq,grain,content_fingerprint,script_tier,归属_B1,归属_B2,归属_B3,归属_PH,归属_CU,归属_X1,归属_X2,归属_MI,归属_RE,admission,evidence,downgrade_notes,dup_of,dup_covered_by,conflict_script_out,rule_version,source,ruled
BJ-2022-BJ-GAOKAO-Q21,BJ-2022-BJ-GAOKAO-Q21,BJ-2022-BJ-GAOKAO,BJ-2022-BJ-GAOKAO,21,主观题,,整题,d1e7077fd0f113bd,不明,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q1,BJ-2025-DC-ERMO-Q1,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,1,选择题,,整题,a364414246bc22f5,不明,IN,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q2,BJ-2025-DC-ERMO-Q2,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,2,选择题,,整题,2bab8c0ae4fae4fd,倾向,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q3,BJ-2025-DC-ERMO-Q3,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,3,选择题,,整题,7940f0f295a15139,不明,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q4,BJ-2025-DC-ERMO-Q4,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,4,选择题,,整题,554a06cff6e1a50b,不明,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q5,BJ-2025-DC-ERMO-Q5,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,5,选择题,,整题,d4b9250049bf53e7,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q6,BJ-2025-DC-ERMO-Q6,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,6,选择题,,整题,24a29554bcbcc76f,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q7,BJ-2025-DC-ERMO-Q7,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,7,选择题,,整题,4f8ff7290ce00449,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q8,BJ-2025-DC-ERMO-Q8,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,8,选择题,,整题,f1f5f333346767e1,倾向,OUT,COLLECTED,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q9,BJ-2025-DC-ERMO-Q9,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,9,选择题,,整题,263df05677504459,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q10,BJ-2025-DC-ERMO-Q10,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,10,选择题,,整题,32c92b501d5680ab,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q11,BJ-2025-DC-ERMO-Q11,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,11,选择题,,整题,999417ec156d9b28,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q12,BJ-2025-DC-ERMO-Q12,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,12,选择题,,整题,a9e8ed4e9298bb30,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q13,BJ-2025-DC-ERMO-Q13,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,13,选择题,,整题,7c8a7353814defb8,倾向,OUT,MAYBE,MAYBE,COLLECTED,OUT,OUT,OUT,COLLECTED,MAYBE,完整题-选择题照收,E1,,,,PH,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q14,BJ-2025-DC-ERMO-Q14,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,14,选择题,,整题,141aca11d4e9c764,不明,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,OUT,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q15,BJ-2025-DC-ERMO-Q15,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,15,选择题,,整题,091a81ea556deebd,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,OUT,OUT,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q16,BJ-2025-DC-ERMO-Q16,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,16,主观题,,整题,c68dcfe3c906699b,不明,OUT,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q17,BJ-2025-DC-ERMO-Q17,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,17,主观题,,整题,778c02f1e31d9e71,不明,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q18#1,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,18,主观题,1,小问,40240f32f379d5f7,不明,OUT,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q18#2,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,18,主观题,2,小问,40240f32f379d5f7,不明,OUT,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q19,BJ-2025-DC-ERMO-Q19,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,19,主观题,,整题,e9fa8f32291e17dc,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q20,BJ-2025-DC-ERMO-Q20,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,20,主观题,,整题,a94cb7106125e9eb,倾向,OUT,MAYBE,OUT,OUT,MAYBE,COLLECTED,OUT,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-DC-ERMO-Q21,BJ-2025-DC-ERMO-Q21,BJ-2025-DC-ERMO,BJ-2025-DC-ERMO,21,主观题,,整题,425ddd5942fca2ec,不明,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q1,BJ-2023-CY-ERMO-Q1,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,1,选择题,,整题,162de884070b304e,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q2,BJ-2023-CY-ERMO-Q2,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,2,选择题,,整题,40fe4272277572fb,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q3,BJ-2023-CY-ERMO-Q3,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,3,选择题,,整题,2095b6c0685b62ef,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,IN,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q4,BJ-2023-CY-ERMO-Q4,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,4,选择题,,整题,d6f536ae1c14c466,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q5,BJ-2023-CY-ERMO-Q5,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,5,选择题,,整题,ab1f5e15a9a84dbe,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q6,BJ-2023-CY-ERMO-Q6,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,6,选择题,,整题,3b404a24c05351ba,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q7,BJ-2023-CY-ERMO-Q7,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,7,选择题,,整题,0ccb4bb2f1547ba7,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,IN,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q8,BJ-2023-CY-ERMO-Q8,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,8,选择题,,整题,b898f5d9da303e1d,倾向,OUT,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,OUT,IN,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q9,BJ-2023-CY-ERMO-Q9,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,9,选择题,,整题,5ae41dfc83c5fce0,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q10,BJ-2023-CY-ERMO-Q10,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,10,选择题,,整题,033324eb9b7cc05d,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,OUT,OUT,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q11,BJ-2023-CY-ERMO-Q11,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,11,选择题,,整题,8b866c918d793f69,倾向,OUT,MAYBE,COLLECTED,OUT,OUT,IN,MAYBE,OUT,OUT,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q12,BJ-2023-CY-ERMO-Q12,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,12,选择题,,整题,c26a3fd4ef8920a7,不明,OUT,MAYBE,COLLECTED,OUT,OUT,IN,MAYBE,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q13,BJ-2023-CY-ERMO-Q13,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,13,选择题,,整题,8b96dc5dfb625ff3,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,IN,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q14,BJ-2023-CY-ERMO-Q14,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,14,选择题,,整题,559ae707b7ca125f,不明,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,IN,MAYBE,MAYBE,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q15,BJ-2023-CY-ERMO-Q15,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,15,选择题,,整题,6d5d17ad126b1ea2,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,IN,OUT,OUT,OUT,完整题-选择题照收,缺答案键,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q16#1,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,16,主观题,1,小问,5018df805430c3b2,倾向,OUT,OUT,OUT,IN,OUT,OUT,MAYBE,OUT,MAYBE,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q16#2,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,16,主观题,2,小问,5018df805430c3b2,不明,OUT,OUT,OUT,MAYBE,OUT,OUT,MAYBE,OUT,MAYBE,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q17,BJ-2023-CY-ERMO-Q17,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,17,主观题,,整题,86b78081f4b085e2,倾向,OUT,OUT,COLLECTED,OUT,OUT,OUT,MAYBE,OUT,MAYBE,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q18,BJ-2023-CY-ERMO-Q18,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,18,主观题,,整题,47bac3dd9e872c10,不明,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q19#1,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,19,主观题,1,小问,e7a40bc4d0ecaff7,倾向,OUT,MAYBE,OUT,OUT,OUT,OUT,MAYBE,OUT,OUT,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q19#2,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,19,主观题,2,小问,e7a40bc4d0ecaff7,倾向,OUT,IN,OUT,OUT,OUT,OUT,MAYBE,OUT,OUT,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q20#1,BJ-2023-CY-ERMO-Q20,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,20,主观题,1,小问,26ab55e38647fe8d,倾向,OUT,OUT,OUT,OUT,MAYBE,IN,MAYBE,OUT,OUT,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q20#2,BJ-2023-CY-ERMO-Q20,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,20,主观题,2,小问,26ab55e38647fe8d,倾向,OUT,OUT,OUT,OUT,IN,MAYBE,MAYBE,OUT,OUT,不收-无E1,缺细则,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2023-CY-ERMO-Q21,BJ-2023-CY-ERMO-Q21,BJ-2023-CY-ERMO,BJ-2023-CY-ERMO,21,主观题,,整题,ce71e9048337650d,不明,IN,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,不收-无E1,缺细则,B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q1,BJ-2021-BJ-GAOKAO-Q1,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,1,选择题,,整题,a04738adc040db46,不明,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q2,BJ-2021-BJ-GAOKAO-Q2,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,2,选择题,,整题,d7ec5224a065eaa5,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q3,BJ-2021-BJ-GAOKAO-Q3,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,3,选择题,,整题,591736a74ebb4f45,不明,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q4,BJ-2021-BJ-GAOKAO-Q4,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,4,选择题,,整题,5ca9b68f12aa3f32,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,MAYBE,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q5,BJ-2021-BJ-GAOKAO-Q5,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,5,选择题,,整题,ba71458dffce0ec6,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q6,BJ-2021-BJ-GAOKAO-Q6,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,6,选择题,,整题,774ccbbd15bfe8b2,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q7,BJ-2021-BJ-GAOKAO-Q7,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,7,选择题,,整题,e1998ab0de1c9d2c,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q8,BJ-2021-BJ-GAOKAO-Q8,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,8,选择题,,整题,3164baa7d62a6920,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q9,BJ-2021-BJ-GAOKAO-Q9,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,9,选择题,,整题,ee1fd6bf27badc89,倾向,OUT,COLLECTED,COLLECTED,MAYBE,COLLECTED,OUT,MAYBE,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,10,选择题,,整题,0ab6b0bc7b45b6c8,倾向,OUT,IN,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,11,选择题,,整题,f286b6411720e2f7,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,12,选择题,,整题,5ca6127e3878fb85,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,13,选择题,,整题,0a0a87d213ac8e09,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q14,BJ-2021-BJ-GAOKAO-Q14,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,14,选择题,,整题,5ba8d0e2adc752fb,倾向,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q15,BJ-2021-BJ-GAOKAO-Q15,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,15,选择题,,整题,6ce85cd964363ab6,倾向,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q16,BJ-2021-BJ-GAOKAO-Q16,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,16,主观题,,整题,2fcffa3a6e5e22fb,倾向,OUT,MAYBE,OUT,OUT,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q17,BJ-2021-BJ-GAOKAO-Q17,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,17,主观题,,整题,2b65020e5ad5af1e,不明,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q18,BJ-2021-BJ-GAOKAO-Q18,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,18,主观题,,整题,3e8951c3c7833580,不明,OUT,MAYBE,MAYBE,COLLECTED,OUT,MAYBE,OUT,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO,BJ-2021-BJ-GAOKAO,19,主观题,,整题,b00fc478e66632c1,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
