unit_id,qid,exam_id_raw,exam_id_canonical,num,type,subq,grain,content_fingerprint,script_tier,归属_B1,归属_B2,归属_B3,归属_PH,归属_CU,归属_X1,归属_X2,归属_MI,归属_RE,admission,evidence,downgrade_notes,dup_of,dup_covered_by,conflict_script_out,rule_version,source,ruled
BJ-2025-FT-ERMO-Q2,BJ-2025-FT-ERMO-Q2,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,2,选择题,,整题,88bc76586939fa4b,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,IN,MAYBE,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q3,BJ-2025-FT-ERMO-Q3,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,3,选择题,,整题,a3d480551d2d26d6,不明,OUT,IN,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q4,BJ-2025-FT-ERMO-Q4,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,4,选择题,,整题,71945c848741b468,倾向,OUT,COLLECTED,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,MAYBE,完整题-选择题照收,E1,,,,MI,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q1,BJ-2025-FT-ERMO-Q1,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,1,选择题,,整题,700f1c7f2ba28605,不明,IN,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q5,BJ-2025-FT-ERMO-Q5,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,5,选择题,,整题,92c2618e9010d918,不明,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q6,BJ-2025-FT-ERMO-Q6,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,6,选择题,,整题,c6e903ffcc84ca3c,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q8,BJ-2025-FT-ERMO-Q8,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,8,选择题,,整题,5432699e167e8087,倾向,OUT,COLLECTED,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q9,BJ-2025-FT-ERMO-Q9,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,9,选择题,,整题,c182cef6a543c497,倾向,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q10,BJ-2025-FT-ERMO-Q10,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,10,选择题,,整题,69bcf8093e642901,确定,OUT,COLLECTED,COLLECTED,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q11,BJ-2025-FT-ERMO-Q11,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,11,选择题,,整题,763dfaf808bae3a8,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q12,BJ-2025-FT-ERMO-Q12,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,12,选择题,,整题,887dc5122d32fd55,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,COLLECTED,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q13,BJ-2025-FT-ERMO-Q13,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,13,选择题,,整题,7b224679a91c1f3d,倾向,OUT,MAYBE,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,X1,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q14,BJ-2025-FT-ERMO-Q14,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,14,选择题,,整题,dd8cd3e3a393fe87,不明,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,MAYBE,OUT,COLLECTED,MAYBE,完整题-选择题照收,E1,,,,PH,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q15,BJ-2025-FT-ERMO-Q15,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,15,选择题,,整题,5d9fd1282378d555,倾向,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q16#1,BJ-2025-FT-ERMO-Q16,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,16,主观题,1,小问,9b25d4521c29e445,不明,MAYBE,MAYBE,OUT,COLLECTED,COLLECTED,MAYBE,OUT,MAYBE,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q16#2,BJ-2025-FT-ERMO-Q16,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,16,主观题,2,小问,9b25d4521c29e445,不明,MAYBE,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q17,BJ-2025-FT-ERMO-Q17,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,17,主观题,,整题,114629b4a9bac7ae,不明,OUT,MAYBE,COLLECTED,OUT,MAYBE,OUT,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,BJ-2024-BJ-GAOKAO-Q17;BJ-2026-FT-YIMO-Q17,bixiu3,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q18,BJ-2025-FT-ERMO-Q18,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,18,主观题,,整题,816d48caf9df1b14,不明,OUT,COLLECTED,OUT,MAYBE,OUT,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q19#1,BJ-2025-FT-ERMO-Q19,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,19,主观题,1,小问,3d30395c167e3e72,不明,OUT,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,COLLECTED,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q19#2,BJ-2025-FT-ERMO-Q19,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,19,主观题,2,小问,3d30395c167e3e72,不明,OUT,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,COLLECTED,COLLECTED,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q20,BJ-2025-FT-ERMO-Q20,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,20,主观题,,整题,d45e6d1981434e06,倾向,OUT,MAYBE,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q21,BJ-2025-FT-ERMO-Q21,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,21,主观题,,整题,555741777a8137ee,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-FT-ERMO-Q7,BJ-2025-FT-ERMO-Q7,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,7,选择题,,整题,296edd96d504caed,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q16,BJ-2025-CP-ERMO-Q16,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,16,主观题,,整题,1e393f9fa4a859b8,倾向,OUT,OUT,OUT,COLLECTED,COLLECTED,OUT,OUT,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q17,BJ-2025-CP-ERMO-Q17,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,17,主观题,,整题,a5720695a57ed620,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q18,BJ-2025-CP-ERMO-Q18,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,18,主观题,,整题,034c3ebed4059463,不明,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,MAYBE,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q19,BJ-2025-CP-ERMO-Q19,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,19,主观题,,整题,ef6f568f3f7332b9,倾向,OUT,MAYBE,OUT,OUT,MAYBE,OUT,OUT,COLLECTED,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q20#1,BJ-2025-CP-ERMO-Q20,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,20,主观题,1,小问,436d355c233be35e,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q20#2,BJ-2025-CP-ERMO-Q20,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,20,主观题,2,小问,436d355c233be35e,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q21,BJ-2025-CP-ERMO-Q21,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,21,主观题,,整题,ad98302d680bcdae,倾向,OUT,COLLECTED,OUT,OUT,OUT,COLLECTED,MAYBE,OUT,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q22,BJ-2025-CP-ERMO-Q22,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,22,主观题,,整题,af950f7db136040f,不明,MAYBE,COLLECTED,COLLECTED,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q1,BJ-2025-CP-ERMO-Q1,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,1,选择题,,整题,fd05c944e0ace6f4,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q2,BJ-2025-CP-ERMO-Q2,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,2,选择题,,整题,3f831176530de0e7,倾向,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q3,BJ-2025-CP-ERMO-Q3,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,3,选择题,,整题,a74460e450613f04,倾向,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q4,BJ-2025-CP-ERMO-Q4,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,4,选择题,,整题,44cd78c2d213eca1,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q5,BJ-2025-CP-ERMO-Q5,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,5,选择题,,整题,3c99b683077a8ff2,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q6,BJ-2025-CP-ERMO-Q6,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,6,选择题,,整题,45e3bdd85581ffcd,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q7,BJ-2025-CP-ERMO-Q7,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,7,选择题,,整题,5f9e9a1400c470cf,不明,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q8,BJ-2025-CP-ERMO-Q8,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,8,选择题,,整题,7967372b376a81e1,倾向,OUT,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,X1,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q9,BJ-2025-CP-ERMO-Q9,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,9,选择题,,整题,2bbcf6bddc499f86,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q10,BJ-2025-CP-ERMO-Q10,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,10,选择题,,整题,b38a4840a07f842d,倾向,OUT,COLLECTED,COLLECTED,MAYBE,OUT,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q11,BJ-2025-CP-ERMO-Q11,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,11,选择题,,整题,cc10a105c4debd1a,倾向,OUT,MAYBE,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q12,BJ-2025-CP-ERMO-Q12,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,12,选择题,,整题,8884207ff7561798,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,COLLECTED,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q13,BJ-2025-CP-ERMO-Q13,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,13,选择题,,整题,4dda67ed9c2da646,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q14,BJ-2025-CP-ERMO-Q14,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,14,选择题,,整题,ab6b2f7b282891fc,不明,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-CP-ERMO-Q15,BJ-2025-CP-ERMO-Q15,BJ-2025-CP-ERMO,BJ-2025-CP-ERMO,15,选择题,,整题,20eab7e893fad91c,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,COLLECTED,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q5,BJ-2025-HD-ERMO-Q5,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,5,选择题,,整题,5dec2f0a90260686,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q7,BJ-2025-HD-ERMO-Q7,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,7,选择题,,整题,335f39183b6cb2c6,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q9,BJ-2025-HD-ERMO-Q9,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,9,选择题,,整题,0bab383bf7ccfb4a,倾向,OUT,COLLECTED,MAYBE,COLLECTED,COLLECTED,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q17,BJ-2025-HD-ERMO-Q17,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,17,主观题,,整题,77258757e6509ace,不明,OUT,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,MAYBE,OUT,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q20,BJ-2025-HD-ERMO-Q20,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,20,主观题,,整题,a47a7f87366cbb1d,不明,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q14,BJ-2025-HD-ERMO-Q14,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,14,选择题,,整题,ad1c0796ce5a011f,不明,MAYBE,MAYBE,MAYBE,OUT,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q16,BJ-2025-HD-ERMO-Q16,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,16,主观题,,整题,da0d6864639d5dc7,倾向,OUT,OUT,OUT,COLLECTED,COLLECTED,OUT,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q1,BJ-2025-HD-ERMO-Q1,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,1,选择题,,整题,e289d0ea70d90c43,倾向,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q2,BJ-2025-HD-ERMO-Q2,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,2,选择题,,整题,ef1cc6a7c8e8b215,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q21,BJ-2025-HD-ERMO-Q21,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,21,主观题,,整题,155291c15a9cf27e,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-有E1,E1,,,,B2,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q22,BJ-2025-HD-ERMO-Q22,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,22,主观题,,整题,0ae2945101743130,不明,MAYBE,COLLECTED,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q3,BJ-2025-HD-ERMO-Q3,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,3,选择题,,整题,428b9f54ce5c703c,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q4,BJ-2025-HD-ERMO-Q4,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,4,选择题,,整题,1bea4d5de9cde3b4,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q8,BJ-2025-HD-ERMO-Q8,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,8,选择题,,整题,c20b1c6be6e39fa8,倾向,OUT,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q6,BJ-2025-HD-ERMO-Q6,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,6,选择题,,整题,b7a7577cca672622,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q10,BJ-2025-HD-ERMO-Q10,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,10,选择题,,整题,e9a649c4dc68350f,不明,OUT,MAYBE,MAYBE,COLLECTED,OUT,MAYBE,MAYBE,MAYBE,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q11,BJ-2025-HD-ERMO-Q11,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,11,选择题,,整题,d50be37e2a0076e5,不明,OUT,MAYBE,MAYBE,COLLECTED,OUT,OUT,MAYBE,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,PH,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q12,BJ-2025-HD-ERMO-Q12,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,12,选择题,,整题,9f3a0daf98ce5b63,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,COLLECTED,MAYBE,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q13,BJ-2025-HD-ERMO-Q13,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,13,选择题,,整题,5397c8ad0f97e211,倾向,OUT,MAYBE,MAYBE,OUT,OUT,IN,OUT,MAYBE,COLLECTED,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q15,BJ-2025-HD-ERMO-Q15,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,15,选择题,,整题,1a05f84ab1238aa4,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
BJ-2025-HD-ERMO-Q18,BJ-2025-HD-ERMO-Q18,BJ-2025-HD-ERMO,BJ-2025-HD-ERMO,18,主观题,,整题,57f76a50b8ef7f13,倾向,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,COLLECTED,OUT,OUT,完整题-有E1,E1,,,,,2026-09-24-attribution-v1,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json,no
